districtid,timeid,cases
TN_Virudhunagar,15,2270
TN_Virudhunagar,16,481
TR_Gomati,1,2
TR_Gomati,2,100
TR_Gomati,3,204
TR_Gomati,4,827
TR_Gomati,5,1016
TR_Gomati,6,1337
TR_Gomati,7,319
TR_Gomati,8,115
TR_Gomati,9,9
TR_Gomati,10,1
TR_Gomati,11,2
TR_Gomati,12,12
TR_Gomati,13,194
TR_Gomati,14,1171
TR_Gomati,15,1272
TR_Gomati,16,1270
TR_North Tripura,1,2
TR_North Tripura,2,12
TR_North Tripura,3,81
TR_North Tripura,4,547
TR_North Tripura,5,1029
TR_North Tripura,6,779
TR_North Tripura,7,200
TR_North Tripura,8,79
TR_North Tripura,9,28
TR_North Tripura,10,2
TR_North Tripura,11,0
TR_North Tripura,12,16
TR_North Tripura,13,537
TR_North Tripura,14,1516
TR_North Tripura,15,1440
TR_North Tripura,16,670
UP_Agra,1,785
UP_Agra,2,253
UP_Agra,3,376
UP_Agra,4,823
UP_Agra,5,1915
UP_Agra,6,2363
UP_Agra,7,1621
UP_Agra,8,1740
UP_Agra,9,532
UP_Agra,10,103
UP_Agra,11,46
UP_Agra,12,1563
UP_Agra,13,12445
UP_Agra,14,1236
UP_Agra,15,-86
UP_Agra,16,21
UP_Aligarh,1,66
UP_Aligarh,2,205
UP_Aligarh,3,527
UP_Aligarh,4,1608
UP_Aligarh,5,4089
UP_Aligarh,6,2522
UP_Aligarh,7,990
UP_Aligarh,8,938
UP_Aligarh,9,321
UP_Aligarh,10,164
UP_Aligarh,11,53
UP_Aligarh,12,570
UP_Aligarh,13,7779
UP_Aligarh,14,1400
UP_Aligarh,15,44
UP_Aligarh,16,0
UP_Amroha,1,33
UP_Amroha,2,46
UP_Amroha,3,159
UP_Amroha,4,795
UP_Amroha,5,1142
UP_Amroha,6,1006
UP_Amroha,7,735
UP_Amroha,8,224
UP_Amroha,9,157
UP_Amroha,10,45
UP_Amroha,11,22
UP_Amroha,12,504
UP_Amroha,13,10313
UP_Amroha,14,1408
UP_Amroha,15,16
UP_Amroha,16,5
UP_Auraiya,1,18
UP_Auraiya,2,39
UP_Auraiya,3,62
UP_Auraiya,4,564
UP_Auraiya,5,1070
UP_Auraiya,6,820
UP_Auraiya,7,462
UP_Auraiya,8,331
UP_Auraiya,9,155
UP_Auraiya,10,11
UP_Auraiya,11,9
UP_Auraiya,12,607
UP_Auraiya,13,5419
UP_Auraiya,14,492
UP_Auraiya,15,13
UP_Auraiya,16,8
UP_Ayodhya,1,1
UP_Ayodhya,2,170
UP_Ayodhya,3,322
UP_Ayodhya,4,1396
UP_Ayodhya,5,2806
UP_Ayodhya,6,1963
UP_Ayodhya,7,623
UP_Ayodhya,8,342
UP_Ayodhya,9,391
UP_Ayodhya,10,149
UP_Ayodhya,11,22
UP_Ayodhya,12,925
UP_Ayodhya,13,6345
UP_Ayodhya,14,1403
UP_Ayodhya,15,44
UP_Ayodhya,16,10
UP_Azamgarh,1,10
UP_Azamgarh,2,157
UP_Azamgarh,3,218
UP_Azamgarh,4,1683
UP_Azamgarh,5,1827
UP_Azamgarh,6,1138
UP_Azamgarh,7,513
UP_Azamgarh,8,309
UP_Azamgarh,9,152
UP_Azamgarh,10,38
UP_Azamgarh,11,9
UP_Azamgarh,12,1295
UP_Azamgarh,13,9840
UP_Azamgarh,14,623
UP_Azamgarh,15,64
UP_Azamgarh,16,15
UP_Baghpat,1,25
UP_Baghpat,2,120
UP_Baghpat,3,324
UP_Baghpat,4,255
UP_Baghpat,5,374
UP_Baghpat,6,292
UP_Baghpat,7,326
UP_Baghpat,8,418
UP_Baghpat,9,179
UP_Baghpat,10,20
UP_Baghpat,11,6
UP_Baghpat,12,253
UP_Baghpat,13,4702
UP_Baghpat,14,1878
UP_Baghpat,15,-57
UP_Baghpat,16,14
UP_Bahraich,1,35
UP_Bahraich,2,76
UP_Bahraich,3,62
UP_Bahraich,4,1102
UP_Bahraich,5,1340
UP_Bahraich,6,845
UP_Bahraich,7,334
UP_Bahraich,8,178
UP_Bahraich,9,121
UP_Bahraich,10,43
UP_Bahraich,11,10
UP_Bahraich,12,712
UP_Bahraich,13,5601
UP_Bahraich,14,971
UP_Bahraich,15,109
UP_Bahraich,16,7
UP_Balrampur,1,5
UP_Balrampur,2,46
UP_Balrampur,3,67
UP_Balrampur,4,452
UP_Balrampur,5,657
UP_Balrampur,6,449
UP_Balrampur,7,186
UP_Balrampur,8,158
UP_Balrampur,9,108
UP_Balrampur,10,78
UP_Balrampur,11,16
UP_Balrampur,12,543
UP_Balrampur,13,3756
UP_Balrampur,14,918
UP_Balrampur,15,43
UP_Balrampur,16,5
UP_Banda,1,21
UP_Banda,2,13
UP_Banda,3,44
UP_Banda,4,352
UP_Banda,5,1006
UP_Banda,6,962
UP_Banda,7,716
UP_Banda,8,437
UP_Banda,9,279
UP_Banda,10,36
UP_Banda,11,8
UP_Banda,12,1083
UP_Banda,13,5687
UP_Banda,14,318
UP_Banda,15,15
UP_Banda,16,9
UP_Barabanki,1,10
UP_Barabanki,2,219
UP_Barabanki,3,399
UP_Barabanki,4,1349
UP_Barabanki,5,3120
UP_Barabanki,6,1598
UP_Barabanki,7,533
UP_Barabanki,8,310
UP_Barabanki,9,219
UP_Barabanki,10,62
UP_Barabanki,11,29
UP_Barabanki,12,1467
UP_Barabanki,13,9094
UP_Barabanki,14,1346
UP_Barabanki,15,60
UP_Barabanki,16,18
UP_Bareilly,1,11
UP_Bareilly,2,115
UP_Bareilly,3,531
UP_Bareilly,4,3859
UP_Bareilly,5,4047
UP_Bareilly,6,2709
UP_Bareilly,7,1246
UP_Bareilly,8,1117
UP_Bareilly,9,748
UP_Bareilly,10,259
UP_Bareilly,11,130
UP_Bareilly,12,2168
UP_Bareilly,13,24901
UP_Bareilly,14,2019
UP_Bareilly,15,92
UP_Bareilly,16,21
UP_Basti,1,46
UP_Basti,2,213
UP_Basti,3,198
UP_Basti,4,1353
UP_Basti,5,1182
UP_Basti,6,1143
UP_Basti,7,572
UP_Basti,8,232
UP_Basti,9,134
UP_Basti,10,268
UP_Basti,11,34
UP_Basti,12,599
UP_Basti,13,4705
UP_Basti,14,1000
UP_Basti,15,32
UP_Basti,16,3
UP_Bhadohi,1,3
UP_Bhadohi,2,82
UP_Bhadohi,3,140
UP_Bhadohi,4,579
UP_Bhadohi,5,569
UP_Bhadohi,6,434
UP_Bhadohi,7,200
UP_Bhadohi,8,145
UP_Bhadohi,9,74
UP_Bhadohi,10,23
UP_Bhadohi,11,5
UP_Bhadohi,12,787
UP_Bhadohi,13,4105
UP_Bhadohi,14,548
UP_Bhadohi,15,20
UP_Bhadohi,16,3
UP_Bijnor,1,46
UP_Bijnor,2,158
UP_Bijnor,3,215
UP_Bijnor,4,641
UP_Bijnor,5,1346
UP_Bijnor,6,897
UP_Bijnor,7,462
UP_Bijnor,8,385
UP_Bijnor,9,205
UP_Bijnor,10,61
UP_Bijnor,11,18
UP_Bijnor,12,622
UP_Bijnor,13,8367
UP_Bijnor,14,1318
UP_Bijnor,15,40
UP_Bijnor,16,7
UP_Budaun,1,17
UP_Budaun,2,43
UP_Budaun,3,182
UP_Budaun,4,509
UP_Budaun,5,1442
UP_Budaun,6,756
UP_Budaun,7,381
UP_Budaun,8,395
UP_Budaun,9,258
UP_Budaun,10,78
UP_Budaun,11,5
UP_Budaun,12,583
UP_Budaun,13,9175
UP_Budaun,14,1071
UP_Budaun,15,24
UP_Budaun,16,5
UP_Bulandshahr,1,77
UP_Bulandshahr,2,264
UP_Bulandshahr,3,602
UP_Bulandshahr,4,778
UP_Bulandshahr,5,1254
UP_Bulandshahr,6,1133
UP_Bulandshahr,7,924
UP_Bulandshahr,8,767
UP_Bulandshahr,9,386
UP_Bulandshahr,10,106
UP_Bulandshahr,11,32
UP_Bulandshahr,12,714
UP_Bulandshahr,13,9447
UP_Bulandshahr,14,3560
UP_Bulandshahr,15,138
UP_Bulandshahr,16,20
UP_Etah,1,11
UP_Etah,2,53
UP_Etah,3,112
UP_Etah,4,418
UP_Etah,5,767
UP_Etah,6,546
UP_Etah,7,290
UP_Etah,8,262
UP_Etah,9,71
UP_Etah,10,4
UP_Etah,11,15
UP_Etah,12,381
UP_Etah,13,6326
UP_Etah,14,690
UP_Etah,15,19
UP_Etah,16,-1
UP_Etawah,1,3
UP_Etawah,2,125
UP_Etawah,3,283
UP_Etawah,4,750
UP_Etawah,5,1989
UP_Etawah,6,1325
UP_Etawah,7,595
UP_Etawah,8,502
UP_Etawah,9,169
UP_Etawah,10,28
UP_Etawah,11,8
UP_Etawah,12,838
UP_Etawah,13,6574
UP_Etawah,14,718
UP_Etawah,15,34
UP_Etawah,16,-13
UP_Firozabad,1,194
UP_Firozabad,2,180
UP_Firozabad,3,201
UP_Firozabad,4,428
UP_Firozabad,5,1129
UP_Firozabad,6,725
UP_Firozabad,7,445
UP_Firozabad,8,437
UP_Firozabad,9,110
UP_Firozabad,10,37
UP_Firozabad,11,63
UP_Firozabad,12,685
UP_Firozabad,13,3459
UP_Firozabad,14,575
UP_Firozabad,15,41
UP_Firozabad,16,6
UP_Gautam Buddha Nagar,1,249
UP_Gautam Buddha Nagar,2,748
UP_Gautam Buddha Nagar,3,2617
UP_Gautam Buddha Nagar,4,2688
UP_Gautam Buddha Nagar,5,4030
UP_Gautam Buddha Nagar,6,4995
UP_Gautam Buddha Nagar,7,4827
UP_Gautam Buddha Nagar,8,4026
UP_Gautam Buddha Nagar,9,1080
UP_Gautam Buddha Nagar,10,173
UP_Gautam Buddha Nagar,11,234
UP_Gautam Buddha Nagar,12,2772
UP_Gautam Buddha Nagar,13,30187
UP_Gautam Buddha Nagar,14,4332
UP_Gautam Buddha Nagar,15,173
UP_Gautam Buddha Nagar,16,106
UP_Ghaziabad,1,169
UP_Ghaziabad,2,462
UP_Ghaziabad,3,2827
UP_Ghaziabad,4,2851
UP_Ghaziabad,5,4755
UP_Ghaziabad,6,5517
UP_Ghaziabad,7,3908
UP_Ghaziabad,8,4455
UP_Ghaziabad,9,1478
UP_Ghaziabad,10,256
UP_Ghaziabad,11,204
UP_Ghaziabad,12,1960
UP_Ghaziabad,13,21880
UP_Ghaziabad,14,4713
UP_Ghaziabad,15,152
UP_Ghaziabad,16,38
UP_Ghazipur,1,14
UP_Ghazipur,2,171
UP_Ghazipur,3,227
UP_Ghazipur,4,1494
UP_Ghazipur,5,1451
UP_Ghazipur,6,792
UP_Ghazipur,7,477
UP_Ghazipur,8,341
UP_Ghazipur,9,247
UP_Ghazipur,10,40
UP_Ghazipur,11,26
UP_Ghazipur,12,1293
UP_Ghazipur,13,13379
UP_Ghazipur,14,1591
UP_Ghazipur,15,70
UP_Ghazipur,16,24
UP_Gonda,1,21
UP_Gonda,2,90
UP_Gonda,3,127
UP_Gonda,4,1208
UP_Gonda,5,1746
UP_Gonda,6,920
UP_Gonda,7,600
UP_Gonda,8,233
UP_Gonda,9,100
UP_Gonda,10,22
UP_Gonda,11,7
UP_Gonda,12,891
UP_Gonda,13,5436
UP_Gonda,14,785
UP_Gonda,15,84
UP_Gonda,16,12
UP_Hapur,1,61
UP_Hapur,2,169
UP_Hapur,3,698
UP_Hapur,4,543
UP_Hapur,5,687
UP_Hapur,6,829
UP_Hapur,7,600
UP_Hapur,8,560
UP_Hapur,9,203
UP_Hapur,10,61
UP_Hapur,11,36
UP_Hapur,12,429
UP_Hapur,13,6083
UP_Hapur,14,1590
UP_Hapur,15,59
UP_Hapur,16,21
UP_Hardoi,1,6
UP_Hardoi,2,144
UP_Hardoi,3,227
UP_Hardoi,4,1251
UP_Hardoi,5,1952
UP_Hardoi,6,1415
UP_Hardoi,7,466
UP_Hardoi,8,269
UP_Hardoi,9,151
UP_Hardoi,10,59
UP_Hardoi,11,8
UP_Hardoi,12,752
UP_Hardoi,13,6110
UP_Hardoi,14,876
UP_Hardoi,15,62
UP_Hardoi,16,6
UP_Hathras,1,19
UP_Hathras,2,59
UP_Hathras,3,134
UP_Hathras,4,153
UP_Hathras,5,440
UP_Hathras,6,252
UP_Hathras,7,117
UP_Hathras,8,97
UP_Hathras,9,23
UP_Hathras,10,20
UP_Hathras,11,5
UP_Hathras,12,50
UP_Hathras,13,1243
UP_Hathras,14,278
UP_Hathras,15,26
UP_Hathras,16,1
UP_Jalaun,1,36
UP_Jalaun,2,64
UP_Jalaun,3,113
UP_Jalaun,4,673
UP_Jalaun,5,885
UP_Jalaun,6,827
UP_Jalaun,7,616
UP_Jalaun,8,537
UP_Jalaun,9,203
UP_Jalaun,10,32
UP_Jalaun,11,16
UP_Jalaun,12,566
UP_Jalaun,13,6501
UP_Jalaun,14,559
UP_Jalaun,15,25
UP_Jalaun,16,9
UP_Jaunpur,1,13
UP_Jaunpur,2,418
UP_Jaunpur,3,295
UP_Jaunpur,4,2207
UP_Jaunpur,5,1453
UP_Jaunpur,6,1050
UP_Jaunpur,7,566
UP_Jaunpur,8,403
UP_Jaunpur,9,246
UP_Jaunpur,10,64
UP_Jaunpur,11,30
UP_Jaunpur,12,1560
UP_Jaunpur,13,12119
UP_Jaunpur,14,2019
UP_Jaunpur,15,112
UP_Jaunpur,16,16
UP_Kannauj,1,23
UP_Kannauj,2,121
UP_Kannauj,3,201
UP_Kannauj,4,907
UP_Kannauj,5,784
UP_Kannauj,6,824
UP_Kannauj,7,317
UP_Kannauj,8,214
UP_Kannauj,9,97
UP_Kannauj,10,11
UP_Kannauj,11,4
UP_Kannauj,12,357
UP_Kannauj,13,4979
UP_Kannauj,14,342
UP_Kannauj,15,29
UP_Kannauj,16,10
UP_Kanpur Nagar,1,312
UP_Kanpur Nagar,2,393
UP_Kanpur Nagar,3,1207
UP_Kanpur Nagar,4,7807
UP_Kanpur Nagar,5,10642
UP_Kanpur Nagar,6,6588
UP_Kanpur Nagar,7,1924
UP_Kanpur Nagar,8,2626
UP_Kanpur Nagar,9,1148
UP_Kanpur Nagar,10,319
UP_Kanpur Nagar,11,133
UP_Kanpur Nagar,12,7653
UP_Kanpur Nagar,13,40001
UP_Kanpur Nagar,14,1871
UP_Kanpur Nagar,15,195
UP_Kanpur Nagar,16,75
UP_Kasganj,1,7
UP_Kasganj,2,25
UP_Kasganj,3,158
UP_Kasganj,4,392
UP_Kasganj,5,586
UP_Kasganj,6,267
UP_Kasganj,7,333
UP_Kasganj,8,144
UP_Kasganj,9,46
UP_Kasganj,10,6
UP_Kasganj,11,3
UP_Kasganj,12,91
UP_Kasganj,13,1958
UP_Kasganj,14,218
UP_Kasganj,15,13
UP_Kasganj,16,1
UP_Kaushambi,1,6
UP_Kaushambi,2,47
UP_Kaushambi,3,173
UP_Kaushambi,4,319
UP_Kaushambi,5,718
UP_Kaushambi,6,436
UP_Kaushambi,7,341
UP_Kaushambi,8,182
UP_Kaushambi,9,45
UP_Kaushambi,10,-1
UP_Kaushambi,11,2
UP_Kaushambi,12,356
UP_Kaushambi,13,1707
UP_Kaushambi,14,69
UP_Kaushambi,15,14
UP_Kaushambi,16,2
UP_Lakhimpur Kheri,1,14
UP_Lakhimpur Kheri,2,70
UP_Lakhimpur Kheri,3,97
UP_Lakhimpur Kheri,4,860
UP_Lakhimpur Kheri,5,2276
UP_Lakhimpur Kheri,6,2765
UP_Lakhimpur Kheri,7,836
UP_Lakhimpur Kheri,8,456
UP_Lakhimpur Kheri,9,227
UP_Lakhimpur Kheri,10,52
UP_Lakhimpur Kheri,11,45
UP_Lakhimpur Kheri,12,753
UP_Lakhimpur Kheri,13,14038
UP_Lakhimpur Kheri,14,1755
UP_Lakhimpur Kheri,15,147
UP_Lakhimpur Kheri,16,14
UP_Lucknow,1,271
UP_Lucknow,2,325
UP_Lucknow,3,2134
UP_Lucknow,4,13251
UP_Lucknow,5,24191
UP_Lucknow,6,18440
UP_Lucknow,7,8318
UP_Lucknow,8,8280
UP_Lucknow,9,5153
UP_Lucknow,10,1322
UP_Lucknow,11,447
UP_Lucknow,12,39986
UP_Lucknow,13,110465
UP_Lucknow,14,5551
UP_Lucknow,15,344
UP_Lucknow,16,177
UP_Maharajganj,1,11
UP_Maharajganj,2,89
UP_Maharajganj,3,192
UP_Maharajganj,4,1214
UP_Maharajganj,5,2424
UP_Maharajganj,6,1187
UP_Maharajganj,7,503
UP_Maharajganj,8,111
UP_Maharajganj,9,63
UP_Maharajganj,10,17
UP_Maharajganj,11,7
UP_Maharajganj,12,408
UP_Maharajganj,13,5073
UP_Maharajganj,14,1021
UP_Maharajganj,15,47
UP_Maharajganj,16,40
UP_Mainpuri,1,10
UP_Mainpuri,2,120
UP_Mainpuri,3,230
UP_Mainpuri,4,682
UP_Mainpuri,5,1174
UP_Mainpuri,6,694
UP_Mainpuri,7,395
UP_Mainpuri,8,331
UP_Mainpuri,9,144
UP_Mainpuri,10,62
UP_Mainpuri,11,18
UP_Mainpuri,12,241
UP_Mainpuri,13,5219
UP_Mainpuri,14,635
UP_Mainpuri,15,55
UP_Mainpuri,16,8
UP_Mathura,1,56
UP_Mathura,2,111
UP_Mathura,3,378
UP_Mathura,4,868
UP_Mathura,5,1753
UP_Mathura,6,1292
UP_Mathura,7,1010
UP_Mathura,8,957
UP_Mathura,9,345
UP_Mathura,10,56
UP_Mathura,11,52
UP_Mathura,12,1327
UP_Mathura,13,10688
UP_Mathura,14,1311
UP_Mathura,15,51
UP_Mathura,16,19
UP_Mau,1,2
UP_Mau,2,66
UP_Mau,3,209
UP_Mau,4,633
UP_Mau,5,1114
UP_Mau,6,614
UP_Mau,7,226
UP_Mau,8,138
UP_Mau,9,52
UP_Mau,10,11
UP_Mau,11,5
UP_Mau,12,620
UP_Mau,13,3939
UP_Mau,14,656
UP_Mau,15,33
UP_Mau,16,6
UP_Meerut,1,286
UP_Meerut,2,355
UP_Meerut,3,953
UP_Meerut,4,1249
UP_Meerut,5,3800
UP_Meerut,6,5205
UP_Meerut,7,3922
UP_Meerut,8,5024
UP_Meerut,9,1277
UP_Meerut,10,258
UP_Meerut,11,123
UP_Meerut,12,2930
UP_Meerut,13,38121
UP_Meerut,14,5675
UP_Meerut,15,199
UP_Meerut,16,47
UP_Mirzapur,1,7
UP_Mirzapur,2,34
UP_Mirzapur,3,218
UP_Mirzapur,4,931
UP_Mirzapur,5,838
UP_Mirzapur,6,617
UP_Mirzapur,7,370
UP_Mirzapur,8,259
UP_Mirzapur,9,155
UP_Mirzapur,10,26
UP_Mirzapur,11,9
UP_Mirzapur,12,1114
UP_Mirzapur,13,6013
UP_Mirzapur,14,439
UP_Mirzapur,15,46
UP_Mirzapur,16,6
UP_Moradabad,1,151
UP_Moradabad,2,143
UP_Moradabad,3,500
UP_Moradabad,4,2040
UP_Moradabad,5,3890
UP_Moradabad,6,2879
UP_Moradabad,7,992
UP_Moradabad,8,701
UP_Moradabad,9,497
UP_Moradabad,10,93
UP_Moradabad,11,35
UP_Moradabad,12,1374
UP_Moradabad,13,23684
UP_Moradabad,14,2025
UP_Moradabad,15,83
UP_Moradabad,16,8
UP_Muzaffarnagar,1,26
UP_Muzaffarnagar,2,142
UP_Muzaffarnagar,3,289
UP_Muzaffarnagar,4,744
UP_Muzaffarnagar,5,2150
UP_Muzaffarnagar,6,2179
UP_Muzaffarnagar,7,946
UP_Muzaffarnagar,8,1237
UP_Muzaffarnagar,9,882
UP_Muzaffarnagar,10,276
UP_Muzaffarnagar,11,51
UP_Muzaffarnagar,12,1532
UP_Muzaffarnagar,13,16887
UP_Muzaffarnagar,14,3462
UP_Muzaffarnagar,15,178
UP_Muzaffarnagar,16,21
UP_Pilibhit,1,6
UP_Pilibhit,2,77
UP_Pilibhit,3,106
UP_Pilibhit,4,1286
UP_Pilibhit,5,1444
UP_Pilibhit,6,694
UP_Pilibhit,7,220
UP_Pilibhit,8,224
UP_Pilibhit,9,123
UP_Pilibhit,10,21
UP_Pilibhit,11,16
UP_Pilibhit,12,143
UP_Pilibhit,13,5501
UP_Pilibhit,14,1133
UP_Pilibhit,15,28
UP_Pilibhit,16,6
UP_Pratapgarh,1,16
UP_Pratapgarh,2,79
UP_Pratapgarh,3,49
UP_Pratapgarh,4,880
UP_Pratapgarh,5,1803
UP_Pratapgarh,6,1202
UP_Pratapgarh,7,647
UP_Pratapgarh,8,392
UP_Pratapgarh,9,291
UP_Pratapgarh,10,56
UP_Pratapgarh,11,17
UP_Pratapgarh,12,926
UP_Pratapgarh,13,8515
UP_Pratapgarh,14,1074
UP_Pratapgarh,15,73
UP_Pratapgarh,16,5
UP_Prayagraj,1,26
UP_Prayagraj,2,121
UP_Prayagraj,3,515
UP_Prayagraj,4,4505
UP_Prayagraj,5,9371
UP_Prayagraj,6,7147
UP_Prayagraj,7,3316
UP_Prayagraj,8,2315
UP_Prayagraj,9,1499
UP_Prayagraj,10,384
UP_Prayagraj,11,229
UP_Prayagraj,12,13836
UP_Prayagraj,13,33273
UP_Prayagraj,14,1687
UP_Prayagraj,15,267
UP_Prayagraj,16,124
UP_Rae Bareli,1,50
UP_Rae Bareli,2,59
UP_Rae Bareli,3,82
UP_Rae Bareli,4,775
UP_Rae Bareli,5,1235
UP_Rae Bareli,6,1247
UP_Rae Bareli,7,894
UP_Rae Bareli,8,552
UP_Rae Bareli,9,474
UP_Rae Bareli,10,176
UP_Rae Bareli,11,71
UP_Rae Bareli,12,1777
UP_Rae Bareli,13,8249
UP_Rae Bareli,14,1270
UP_Rae Bareli,15,153
UP_Rae Bareli,16,11
UP_Rampur,1,31
UP_Rampur,2,228
UP_Rampur,3,197
UP_Rampur,4,1372
UP_Rampur,5,2420
UP_Rampur,6,633
UP_Rampur,7,224
UP_Rampur,8,188
UP_Rampur,9,163
UP_Rampur,10,67
UP_Rampur,11,16
UP_Rampur,12,566
UP_Rampur,13,4861
UP_Rampur,14,785
UP_Rampur,15,54
UP_Rampur,16,17
UP_Saharanpur,1,208
UP_Saharanpur,2,79
UP_Saharanpur,3,286
UP_Saharanpur,4,1433
UP_Saharanpur,5,3822
UP_Saharanpur,6,1674
UP_Saharanpur,7,659
UP_Saharanpur,8,1100
UP_Saharanpur,9,706
UP_Saharanpur,10,130
UP_Saharanpur,11,44
UP_Saharanpur,12,1236
UP_Saharanpur,13,17157
UP_Saharanpur,14,4400
UP_Saharanpur,15,-163
UP_Saharanpur,16,-50
UP_Sambhal,1,28
UP_Sambhal,2,154
UP_Sambhal,3,407
UP_Sambhal,4,639
UP_Sambhal,5,677
UP_Sambhal,6,610
UP_Sambhal,7,365
UP_Sambhal,8,226
UP_Sambhal,9,88
UP_Sambhal,10,13
UP_Sambhal,11,7
UP_Sambhal,12,418
UP_Sambhal,13,5214
UP_Sambhal,14,583
UP_Sambhal,15,3
UP_Sambhal,16,4
UP_Sant Kabir Nagar,1,34
UP_Sant Kabir Nagar,2,125
UP_Sant Kabir Nagar,3,286
UP_Sant Kabir Nagar,4,1054
UP_Sant Kabir Nagar,5,775
UP_Sant Kabir Nagar,6,550
UP_Sant Kabir Nagar,7,210
UP_Sant Kabir Nagar,8,111
UP_Sant Kabir Nagar,9,176
UP_Sant Kabir Nagar,10,95
UP_Sant Kabir Nagar,11,37
UP_Sant Kabir Nagar,12,491
UP_Sant Kabir Nagar,13,3342
UP_Sant Kabir Nagar,14,831
UP_Sant Kabir Nagar,15,36
UP_Sant Kabir Nagar,16,4
UP_Shahjahanpur,1,2
UP_Shahjahanpur,2,66
UP_Shahjahanpur,3,151
UP_Shahjahanpur,4,1659
UP_Shahjahanpur,5,2703
UP_Shahjahanpur,6,1487
UP_Shahjahanpur,7,462
UP_Shahjahanpur,8,206
UP_Shahjahanpur,9,160
UP_Shahjahanpur,10,52
UP_Shahjahanpur,11,32
UP_Shahjahanpur,12,569
UP_Shahjahanpur,13,10884
UP_Shahjahanpur,14,1858
UP_Shahjahanpur,15,51
UP_Shahjahanpur,16,11
UP_Shamli,1,33
UP_Shamli,2,25
UP_Shamli,3,158
UP_Shamli,4,419
UP_Shamli,5,1089
UP_Shamli,6,922
UP_Shamli,7,330
UP_Shamli,8,455
UP_Shamli,9,182
UP_Shamli,10,47
UP_Shamli,11,34
UP_Shamli,12,484
UP_Shamli,13,6915
UP_Shamli,14,1793
UP_Shamli,15,79
UP_Shamli,16,9
UP_Shrawasti,1,14
UP_Shrawasti,2,33
UP_Shrawasti,3,44
UP_Shrawasti,4,269
UP_Shrawasti,5,468
UP_Shrawasti,6,223
UP_Shrawasti,7,95
UP_Shrawasti,8,99
UP_Shrawasti,9,95
UP_Shrawasti,10,26
UP_Shrawasti,11,5
UP_Shrawasti,12,149
UP_Shrawasti,13,2544
UP_Shrawasti,14,366
UP_Shrawasti,15,-47
UP_Shrawasti,16,2
UP_Sitapur,1,26
UP_Sitapur,2,21
UP_Sitapur,3,52
UP_Sitapur,4,990
UP_Sitapur,5,1838
UP_Sitapur,6,987
UP_Sitapur,7,524
UP_Sitapur,8,191
UP_Sitapur,9,166
UP_Sitapur,10,45
UP_Sitapur,11,16
UP_Sitapur,12,781
UP_Sitapur,13,5821
UP_Sitapur,14,835
UP_Sitapur,15,91
UP_Sitapur,16,9
UP_Sultanpur,1,14
UP_Sultanpur,2,109
UP_Sultanpur,3,131
UP_Sultanpur,4,1269
UP_Sultanpur,5,1150
UP_Sultanpur,6,939
UP_Sultanpur,7,583
UP_Sultanpur,8,367
UP_Sultanpur,9,363
UP_Sultanpur,10,64
UP_Sultanpur,11,21
UP_Sultanpur,12,1053
UP_Sultanpur,13,7870
UP_Sultanpur,14,880
UP_Sultanpur,15,70
UP_Sultanpur,16,26
UP_Unnao,1,6
UP_Unnao,2,82
UP_Unnao,3,264
UP_Unnao,4,969
UP_Unnao,5,1493
UP_Unnao,6,968
UP_Unnao,7,332
UP_Unnao,8,325
UP_Unnao,9,92
UP_Unnao,10,24
UP_Unnao,11,13
UP_Unnao,12,852
UP_Unnao,13,8617
UP_Unnao,14,834
UP_Unnao,15,107
UP_Unnao,16,20
UP_Varanasi,1,92
UP_Varanasi,2,190
UP_Varanasi,3,688
UP_Varanasi,4,4382
UP_Varanasi,5,5565
UP_Varanasi,6,5184
UP_Varanasi,7,2598
UP_Varanasi,8,2782
UP_Varanasi,9,1659
UP_Varanasi,10,337
UP_Varanasi,11,163
UP_Varanasi,12,12278
UP_Varanasi,13,44782
UP_Varanasi,14,4386
UP_Varanasi,15,302
UP_Varanasi,16,84
UT_Almora,1,2
UT_Almora,2,72
UT_Almora,3,129
UT_Almora,4,165
UT_Almora,5,514
UT_Almora,6,736
UT_Almora,7,492
UT_Almora,8,611
UT_Almora,9,482
UT_Almora,10,56
UT_Almora,11,10
UT_Almora,12,255
UT_Almora,13,4642
UT_Almora,14,3622
UT_Almora,15,283
UT_Almora,16,69
UT_Dehradun,1,39
UT_Dehradun,2,436
UT_Dehradun,3,414
UT_Dehradun,4,1456
UT_Dehradun,5,5625
UT_Dehradun,6,7524
UT_Dehradun,7,3393
UT_Dehradun,8,5560
UT_Dehradun,9,4039
UT_Dehradun,10,1117
UT_Dehradun,11,348
UT_Dehradun,12,6878
UT_Dehradun,13,60697
UT_Dehradun,14,12837
UT_Dehradun,15,1346
UT_Dehradun,16,256
UT_Haridwar,1,7
UT_Haridwar,2,202
UT_Haridwar,3,190
UT_Haridwar,4,2401
UT_Haridwar,5,4161
UT_Haridwar,6,3419
UT_Haridwar,7,1095
UT_Haridwar,8,1339
UT_Haridwar,9,935
UT_Haridwar,10,348
UT_Haridwar,11,293
UT_Haridwar,12,4572
UT_Haridwar,13,24337
UT_Haridwar,14,7417
UT_Haridwar,15,556
UT_Haridwar,16,131
UT_Nainital,1,12
UT_Nainital,2,323
UT_Nainital,3,248
UT_Nainital,4,1095
UT_Nainital,5,2494
UT_Nainital,6,2404
UT_Nainital,7,1283
UT_Nainital,8,1787
UT_Nainital,9,2482
UT_Nainital,10,552
