districtid,timeid,cases
MH_Akola,5,2293
MH_Akola,6,2491
MH_Akola,7,894
MH_Akola,8,1113
MH_Akola,9,1179
MH_Akola,10,1405
MH_Akola,11,7737
MH_Akola,12,12739
MH_Akola,13,15349
MH_Akola,14,9734
MH_Akola,15,859
MH_Akola,16,-334
MH_Amravati,1,92
MH_Amravati,2,252
MH_Amravati,3,572
MH_Amravati,4,2447
MH_Amravati,5,5222
MH_Amravati,6,7072
MH_Amravati,7,1980
MH_Amravati,8,1696
MH_Amravati,9,1598
MH_Amravati,10,4694
MH_Amravati,11,17693
MH_Amravati,12,10101
MH_Amravati,13,23277
MH_Amravati,14,16432
MH_Amravati,15,1329
MH_Amravati,16,1567
MH_Aurangabad,1,716
MH_Aurangabad,2,1952
MH_Aurangabad,3,5991
MH_Aurangabad,4,9264
MH_Aurangabad,5,11894
MH_Aurangabad,6,9592
MH_Aurangabad,7,4027
MH_Aurangabad,8,2908
MH_Aurangabad,9,2316
MH_Aurangabad,10,1364
MH_Aurangabad,11,9405
MH_Aurangabad,12,43533
MH_Aurangabad,13,35309
MH_Aurangabad,14,11155
MH_Aurangabad,15,3327
MH_Aurangabad,16,1858
MH_Beed,1,1
MH_Beed,2,74
MH_Beed,3,166
MH_Beed,4,2186
MH_Beed,5,4606
MH_Beed,6,5214
MH_Beed,7,2833
MH_Beed,8,1711
MH_Beed,9,761
MH_Beed,10,970
MH_Beed,11,2274
MH_Beed,12,14929
MH_Beed,13,37770
MH_Beed,14,17023
MH_Beed,15,4811
MH_Beed,16,4557
MH_Buldhana,1,26
MH_Buldhana,2,99
MH_Buldhana,3,295
MH_Buldhana,4,1792
MH_Buldhana,5,3186
MH_Buldhana,6,3734
MH_Buldhana,7,2140
MH_Buldhana,8,1397
MH_Buldhana,9,1607
MH_Buldhana,10,1368
MH_Buldhana,11,5221
MH_Buldhana,12,16103
MH_Buldhana,13,30344
MH_Buldhana,14,14838
MH_Buldhana,15,2136
MH_Buldhana,16,585
MH_Chandrapur,1,5
MH_Chandrapur,2,42
MH_Chandrapur,3,137
MH_Chandrapur,4,788
MH_Chandrapur,5,4672
MH_Chandrapur,6,7451
MH_Chandrapur,7,5053
MH_Chandrapur,8,3971
MH_Chandrapur,9,1711
MH_Chandrapur,10,510
MH_Chandrapur,11,1647
MH_Chandrapur,12,11251
MH_Chandrapur,13,42199
MH_Chandrapur,14,8058
MH_Chandrapur,15,600
MH_Chandrapur,16,616
MH_Dhule,1,71
MH_Dhule,2,322
MH_Dhule,3,1217
MH_Dhule,4,3160
MH_Dhule,5,6132
MH_Dhule,6,2572
MH_Dhule,7,1045
MH_Dhule,8,488
MH_Dhule,9,845
MH_Dhule,10,453
MH_Dhule,11,2565
MH_Dhule,12,13556
MH_Dhule,13,9416
MH_Dhule,14,3607
MH_Dhule,15,510
MH_Dhule,16,318
MH_Gondia,1,1
MH_Gondia,2,69
MH_Gondia,3,147
MH_Gondia,4,517
MH_Gondia,5,2556
MH_Gondia,6,4994
MH_Gondia,7,2620
MH_Gondia,8,2297
MH_Gondia,9,951
MH_Gondia,10,295
MH_Gondia,11,411
MH_Gondia,12,7750
MH_Gondia,13,15842
MH_Gondia,14,1890
MH_Gondia,15,125
MH_Gondia,16,70
MH_Hingoli,1,61
MH_Hingoli,2,178
MH_Hingoli,3,105
MH_Hingoli,4,595
MH_Hingoli,5,1213
MH_Hingoli,6,1223
MH_Hingoli,7,428
MH_Hingoli,8,257
MH_Hingoli,9,240
MH_Hingoli,10,174
MH_Hingoli,11,868
MH_Hingoli,12,4300
MH_Hingoli,13,6606
MH_Hingoli,14,1892
MH_Hingoli,15,180
MH_Hingoli,16,104
MH_Jalgaon,1,223
MH_Jalgaon,2,1479
MH_Jalgaon,3,4653
MH_Jalgaon,4,10503
MH_Jalgaon,5,21238
MH_Jalgaon,6,13376
MH_Jalgaon,7,2697
MH_Jalgaon,8,1405
MH_Jalgaon,9,1265
MH_Jalgaon,10,1231
MH_Jalgaon,11,11534
MH_Jalgaon,12,32257
MH_Jalgaon,13,28979
MH_Jalgaon,14,7919
MH_Jalgaon,15,659
MH_Jalgaon,16,404
MH_Jalna,1,20
MH_Jalna,2,252
MH_Jalna,3,812
MH_Jalna,4,1866
MH_Jalna,5,3057
MH_Jalna,6,2637
MH_Jalna,7,2582
MH_Jalna,8,1155
MH_Jalna,9,689
MH_Jalna,10,619
MH_Jalna,11,3024
MH_Jalna,12,15088
MH_Jalna,13,21739
MH_Jalna,14,5589
MH_Jalna,15,792
MH_Jalna,16,423
MH_Kolhapur,1,25
MH_Kolhapur,2,669
MH_Kolhapur,3,628
MH_Kolhapur,4,11423
MH_Kolhapur,5,20469
MH_Kolhapur,6,12871
MH_Kolhapur,7,2077
MH_Kolhapur,8,1010
MH_Kolhapur,9,-249
MH_Kolhapur,10,430
MH_Kolhapur,11,791
MH_Kolhapur,12,4307
MH_Kolhapur,13,33049
MH_Kolhapur,14,46940
MH_Kolhapur,15,44118
MH_Kolhapur,16,22275
MH_Latur,1,32
MH_Latur,2,144
MH_Latur,3,582
MH_Latur,4,4043
MH_Latur,5,7930
MH_Latur,6,6766
MH_Latur,7,1847
MH_Latur,8,1515
MH_Latur,9,898
MH_Latur,10,1188
MH_Latur,11,1982
MH_Latur,12,22123
MH_Latur,13,35039
MH_Latur,14,6310
MH_Latur,15,-162
MH_Latur,16,1011
MH_Mumbai,1,16738
MH_Mumbai,2,41488
MH_Mumbai,3,36874
MH_Mumbai,4,33435
MH_Mumbai,5,43475
MH_Mumbai,6,62592
MH_Mumbai,7,34531
MH_Mumbai,8,21980
MH_Mumbai,9,9968
MH_Mumbai,10,12995
MH_Mumbai,11,29886
MH_Mumbai,12,201233
MH_Mumbai,13,139650
MH_Mumbai,14,31345
MH_Mumbai,15,13073
MH_Mumbai,16,9806
MH_Nagpur,1,331
MH_Nagpur,2,682
MH_Nagpur,3,1143
MH_Nagpur,4,9761
MH_Nagpur,5,40136
MH_Nagpur,6,36618
MH_Nagpur,7,19920
MH_Nagpur,8,11020
MH_Nagpur,9,11541
MH_Nagpur,10,9165
MH_Nagpur,11,33230
MH_Nagpur,12,130213
MH_Nagpur,13,172397
MH_Nagpur,14,16079
MH_Nagpur,15,632
MH_Nagpur,16,219
MH_Nanded,1,57
MH_Nanded,2,178
MH_Nanded,3,404
MH_Nanded,4,3053
MH_Nanded,5,7838
MH_Nanded,6,6463
MH_Nanded,7,1644
MH_Nanded,8,1134
MH_Nanded,9,1070
MH_Nanded,10,702
MH_Nanded,11,3627
MH_Nanded,12,37625
MH_Nanded,13,23700
MH_Nanded,14,2587
MH_Nanded,15,408
MH_Nanded,16,176
MH_Nandurbar,1,22
MH_Nandurbar,2,26
MH_Nandurbar,3,234
MH_Nandurbar,4,821
MH_Nandurbar,5,2934
MH_Nandurbar,6,1877
MH_Nandurbar,7,731
MH_Nandurbar,8,977
MH_Nandurbar,9,1375
MH_Nandurbar,10,971
MH_Nandurbar,11,1480
MH_Nandurbar,12,14918
MH_Nandurbar,13,11283
MH_Nandurbar,14,1332
MH_Nandurbar,15,407
MH_Nandurbar,16,581
MH_Nashik,1,807
MH_Nashik,2,1127
MH_Nashik,3,5729
MH_Nashik,4,16781
MH_Nashik,5,31150
MH_Nashik,6,31631
MH_Nashik,7,12809
MH_Nashik,8,10423
MH_Nashik,9,8059
MH_Nashik,10,5228
MH_Nashik,11,14205
MH_Nashik,12,94041
MH_Nashik,13,131086
MH_Nashik,14,31060
MH_Nashik,15,6458
MH_Nashik,16,3374
MH_Osmanabad,1,4
MH_Osmanabad,2,142
MH_Osmanabad,3,264
MH_Osmanabad,4,2846
MH_Osmanabad,5,5770
MH_Osmanabad,6,5297
MH_Osmanabad,7,1469
MH_Osmanabad,8,895
MH_Osmanabad,9,526
MH_Osmanabad,10,498
MH_Osmanabad,11,822
MH_Osmanabad,12,8960
MH_Osmanabad,13,21104
MH_Osmanabad,14,11830
MH_Osmanabad,15,2324
MH_Osmanabad,16,2510
MH_Other State,1,41
MH_Other State,2,40
MH_Other State,3,129
MH_Other State,4,400
MH_Other State,5,493
MH_Other State,6,747
MH_Other State,7,30
MH_Other State,8,-47
MH_Other State,9,-1683
MH_Other State,10,-4
MH_Other State,11,0
MH_Other State,12,0
MH_Other State,13,0
MH_Other State,14,0
MH_Other State,15,0
MH_Other State,16,0
MH_Palghar,1,337
MH_Palghar,2,1989
MH_Palghar,3,7900
MH_Palghar,4,10017
MH_Palghar,5,10944
MH_Palghar,6,9292
MH_Palghar,7,3547
MH_Palghar,8,2126
MH_Palghar,9,1337
MH_Palghar,10,888
MH_Palghar,11,1495
MH_Palghar,12,15997
MH_Palghar,13,40427
MH_Palghar,14,14302
MH_Palghar,15,7484
MH_Palghar,16,5876
MH_Parbhani,1,2
MH_Parbhani,2,80
MH_Parbhani,3,145
MH_Parbhani,4,1104
MH_Parbhani,5,2885
MH_Parbhani,6,2009
MH_Parbhani,7,658
MH_Parbhani,8,498
MH_Parbhani,9,377
MH_Parbhani,10,289
MH_Parbhani,11,1285
MH_Parbhani,12,13080
MH_Parbhani,13,23763
MH_Parbhani,14,5042
MH_Parbhani,15,717
MH_Parbhani,16,349
MH_Pune,1,3314
MH_Pune,2,8870
MH_Pune,3,29908
MH_Pune,4,82549
MH_Pune,5,110778
MH_Pune,6,83961
MH_Pune,7,22198
MH_Pune,8,21205
MH_Pune,9,17848
MH_Pune,10,14032
MH_Pune,11,44899
MH_Pune,12,239751
MH_Pune,13,283780
MH_Pune,14,73522
MH_Pune,15,34654
MH_Pune,16,31999
MH_Raigad,1,327
MH_Raigad,2,1541
MH_Raigad,3,7242
MH_Raigad,4,13168
MH_Raigad,5,19835
MH_Raigad,6,14288
MH_Raigad,7,4822
MH_Raigad,8,3331
MH_Raigad,9,3086
MH_Raigad,10,1789
MH_Raigad,11,3545
MH_Raigad,12,23230
MH_Raigad,13,41026
MH_Raigad,14,20220
MH_Raigad,15,18449
MH_Raigad,16,10356
MH_Ratnagiri,1,83
MH_Ratnagiri,2,309
MH_Ratnagiri,3,524
MH_Ratnagiri,4,1695
MH_Ratnagiri,5,3776
MH_Ratnagiri,6,3032
MH_Ratnagiri,7,653
MH_Ratnagiri,8,1009
MH_Ratnagiri,9,230
MH_Ratnagiri,10,427
MH_Ratnagiri,11,598
MH_Ratnagiri,12,2241
MH_Ratnagiri,13,19604
MH_Ratnagiri,14,19103
MH_Ratnagiri,15,13965
MH_Ratnagiri,16,6674
MH_Sangli,1,43
MH_Sangli,2,182
MH_Sangli,3,423
MH_Sangli,4,5096
MH_Sangli,5,19915
MH_Sangli,6,18134
MH_Sangli,7,4046
MH_Sangli,8,1387
MH_Sangli,9,1297
MH_Sangli,10,543
MH_Sangli,11,763
MH_Sangli,12,8725
MH_Sangli,13,42064
MH_Sangli,14,36676
MH_Sangli,15,28931
MH_Sangli,16,26042
MH_Satara,1,125
MH_Satara,2,616
MH_Satara,3,1114
MH_Satara,4,4938
MH_Satara,5,18070
MH_Satara,6,18602
MH_Satara,7,6680
MH_Satara,8,3968
MH_Satara,9,1289
MH_Satara,10,2041
MH_Satara,11,3279
MH_Satara,12,15523
MH_Satara,13,56409
MH_Satara,14,47848
MH_Satara,15,24161
MH_Satara,16,24168
MH_Sindhudurg,1,7
MH_Sindhudurg,2,143
MH_Sindhudurg,3,112
MH_Sindhudurg,4,304
MH_Sindhudurg,5,1909
MH_Sindhudurg,6,2099
MH_Sindhudurg,7,621
MH_Sindhudurg,8,569
MH_Sindhudurg,9,439
MH_Sindhudurg,10,329
MH_Sindhudurg,11,245
MH_Sindhudurg,12,2131
MH_Sindhudurg,13,10383
MH_Sindhudurg,14,15274
MH_Sindhudurg,15,10610
MH_Sindhudurg,16,4492
MH_Solapur,1,344
MH_Solapur,2,1476
MH_Solapur,3,2658
MH_Solapur,4,9136
MH_Solapur,5,14093
MH_Solapur,6,12973
MH_Solapur,7,5885
MH_Solapur,8,5281
MH_Solapur,9,3061
MH_Solapur,10,1883
MH_Solapur,11,2964
MH_Solapur,12,20513
MH_Solapur,13,55374
MH_Solapur,14,32506
MH_Solapur,15,11550
MH_Solapur,16,16567
MH_Thane,1,3287
MH_Thane,2,14793
MH_Thane,3,47244
MH_Thane,4,45614
MH_Thane,5,47970
MH_Thane,6,48853
MH_Thane,7,23089
MH_Thane,8,17178
MH_Thane,9,15339
MH_Thane,10,9312
MH_Thane,11,20373
MH_Thane,12,133550
MH_Thane,13,119747
MH_Thane,14,24192
MH_Thane,15,16098
MH_Thane,16,6111
MH_Washim,1,3
MH_Washim,2,46
MH_Washim,3,204
MH_Washim,4,869
MH_Washim,5,1732
MH_Washim,6,2334
MH_Washim,7,735
MH_Washim,8,657
MH_Washim,9,421
MH_Washim,10,527
MH_Washim,11,3824
MH_Washim,12,9074
MH_Washim,13,13428
MH_Washim,14,7162
MH_Washim,15,538
MH_Washim,16,75
MH_Yavatmal,1,99
MH_Yavatmal,2,82
MH_Yavatmal,3,288
MH_Yavatmal,4,1479
MH_Yavatmal,5,3269
MH_Yavatmal,6,4617
MH_Yavatmal,7,1686
MH_Yavatmal,8,1386
MH_Yavatmal,9,1724
MH_Yavatmal,10,1714
MH_Yavatmal,11,5645
MH_Yavatmal,12,10211
MH_Yavatmal,13,31636
MH_Yavatmal,14,11764
MH_Yavatmal,15,443
MH_Yavatmal,16,180
ML_East Khasi Hills,1,13
ML_East Khasi Hills,2,12
ML_East Khasi Hills,3,111
ML_East Khasi Hills,4,729
ML_East Khasi Hills,5,1592
ML_East Khasi Hills,6,2795
ML_East Khasi Hills,7,1152
ML_East Khasi Hills,8,1466
ML_East Khasi Hills,9,611
ML_East Khasi Hills,10,181
ML_East Khasi Hills,11,39
ML_East Khasi Hills,12,357
ML_East Khasi Hills,13,4914
ML_East Khasi Hills,14,10277
ML_East Khasi Hills,15,4287
ML_East Khasi Hills,16,6181
MN_Unknown,1,3
MN_Unknown,2,455
MN_Unknown,3,1214
MN_Unknown,4,2528
MN_Unknown,5,3773
MN_Unknown,6,6123
MN_Unknown,7,7542
MN_Unknown,8,5573
MN_Unknown,9,1578
MN_Unknown,10,407
MN_Unknown,11,117
MN_Unknown,12,248
MN_Unknown,13,8761
MN_Unknown,14,21989
MN_Unknown,15,20210
MN_Unknown,16,27147
MP_Agar Malwa,1,13
MP_Agar Malwa,2,2
MP_Agar Malwa,3,20
MP_Agar Malwa,4,98
MP_Agar Malwa,5,175
MP_Agar Malwa,6,122
MP_Agar Malwa,7,71
MP_Agar Malwa,8,88
MP_Agar Malwa,9,62
MP_Agar Malwa,10,13
MP_Agar Malwa,11,30
MP_Agar Malwa,12,511
MP_Agar Malwa,13,1765
MP_Agar Malwa,14,320
MP_Agar Malwa,15,13
MP_Agar Malwa,16,0
MP_Alirajpur,1,3
MP_Alirajpur,2,0
MP_Alirajpur,3,29
MP_Alirajpur,4,205
MP_Alirajpur,5,614
MP_Alirajpur,6,178
MP_Alirajpur,7,43
MP_Alirajpur,8,86
MP_Alirajpur,9,123
MP_Alirajpur,10,18
MP_Alirajpur,11,34
MP_Alirajpur,12,513
MP_Alirajpur,13,1559
MP_Alirajpur,14,93
MP_Alirajpur,15,3
MP_Alirajpur,16,0
MP_Barwani,1,26
MP_Barwani,2,40
MP_Barwani,3,138
MP_Barwani,4,753
MP_Barwani,5,509
MP_Barwani,6,557
MP_Barwani,7,165
MP_Barwani,8,332
MP_Barwani,9,298
MP_Barwani,10,122
MP_Barwani,11,113
MP_Barwani,12,1852
MP_Barwani,13,3173
MP_Barwani,14,263
MP_Barwani,15,17
MP_Barwani,16,5
MP_Betul,1,1
MP_Betul,2,36
MP_Betul,3,93
MP_Betul,4,207
MP_Betul,5,834
MP_Betul,6,1033
MP_Betul,7,518
MP_Betul,8,361
MP_Betul,9,300
MP_Betul,10,261
MP_Betul,11,277
MP_Betul,12,2131
MP_Betul,13,5653
MP_Betul,14,1114
MP_Betul,15,79
MP_Betul,16,3
MP_Bhopal,1,900
MP_Bhopal,2,1295
MP_Bhopal,3,1498
MP_Bhopal,4,4446
MP_Bhopal,5,5292
MP_Bhopal,6,8102
MP_Bhopal,7,5773
MP_Bhopal,8,8804
MP_Bhopal,9,5189
MP_Bhopal,10,1957
MP_Bhopal,11,2080
MP_Bhopal,12,16568
MP_Bhopal,13,49081
MP_Bhopal,14,11789
MP_Bhopal,15,470
MP_Bhopal,16,90
MP_Chhindwara,1,5
MP_Chhindwara,2,26
MP_Chhindwara,3,48
MP_Chhindwara,4,191
MP_Chhindwara,5,473
MP_Chhindwara,6,1380
MP_Chhindwara,7,214
MP_Chhindwara,8,239
MP_Chhindwara,9,186
MP_Chhindwara,10,132
MP_Chhindwara,11,320
MP_Chhindwara,12,1554
MP_Chhindwara,13,1566
MP_Chhindwara,14,376
MP_Chhindwara,15,22
MP_Chhindwara,16,0
MP_Dewas,1,58
MP_Dewas,2,105
MP_Dewas,3,106
MP_Dewas,4,246
MP_Dewas,5,461
MP_Dewas,6,768
MP_Dewas,7,291
MP_Dewas,8,525
MP_Dewas,9,290
MP_Dewas,10,120
MP_Dewas,11,35
MP_Dewas,12,820
MP_Dewas,13,3182
MP_Dewas,14,715
MP_Dewas,15,1
MP_Dewas,16,0
MP_Dhar,1,89
MP_Dhar,2,48
MP_Dhar,3,73
MP_Dhar,4,328
MP_Dhar,5,913
MP_Dhar,6,1090
MP_Dhar,7,419
MP_Dhar,8,598
MP_Dhar,9,441
MP_Dhar,10,145
MP_Dhar,11,66
MP_Dhar,12,1182
MP_Dhar,13,6129
MP_Dhar,14,982
MP_Dhar,15,26
MP_Dhar,16,4
MP_Dindori,1,2
MP_Dindori,2,28
MP_Dindori,3,1
MP_Dindori,4,57
MP_Dindori,5,184
MP_Dindori,6,337
MP_Dindori,7,218
MP_Dindori,8,92
MP_Dindori,9,48
MP_Dindori,10,58
MP_Dindori,11,45
MP_Dindori,12,511
MP_Dindori,13,2466
MP_Dindori,14,567
MP_Dindori,15,7
MP_Dindori,16,2
MP_Gwalior,1,31
MP_Gwalior,2,226
MP_Gwalior,3,949
MP_Gwalior,4,2024
MP_Gwalior,5,4595
MP_Gwalior,6,3851
MP_Gwalior,7,1567
MP_Gwalior,8,2102
MP_Gwalior,9,893
MP_Gwalior,10,236
MP_Gwalior,11,247
MP_Gwalior,12,4840
MP_Gwalior,13,28981
MP_Gwalior,14,2491
MP_Gwalior,15,44
MP_Gwalior,16,19
MP_Hoshangabad,1,37
MP_Hoshangabad,2,0
MP_Hoshangabad,3,22
MP_Hoshangabad,4,290
MP_Hoshangabad,5,583
MP_Hoshangabad,6,1663
MP_Hoshangabad,7,460
MP_Hoshangabad,8,349
MP_Hoshangabad,9,337
MP_Hoshangabad,10,134
MP_Hoshangabad,11,87
MP_Hoshangabad,12,770
MP_Hoshangabad,13,5024
MP_Hoshangabad,14,884
MP_Hoshangabad,15,36
MP_Hoshangabad,16,4
MP_Indore,1,2238
MP_Indore,2,1825
MP_Indore,3,1340
MP_Indore,4,4011
MP_Indore,5,7747
MP_Indore,6,13221
MP_Indore,7,5136
MP_Indore,8,13581
MP_Indore,9,7745
MP_Indore,10,1154
MP_Indore,11,4154
MP_Indore,12,20445
MP_Indore,13,52246
MP_Indore,14,17732
MP_Indore,15,356
MP_Indore,16,86
MP_Jabalpur,1,157
MP_Jabalpur,2,152
MP_Jabalpur,3,297
MP_Jabalpur,4,1548
MP_Jabalpur,5,4287
MP_Jabalpur,6,5422
MP_Jabalpur,7,1427
MP_Jabalpur,8,1562
MP_Jabalpur,9,1112
MP_Jabalpur,10,495
MP_Jabalpur,11,552
MP_Jabalpur,12,6558
MP_Jabalpur,13,22667
MP_Jabalpur,14,4237
MP_Jabalpur,15,129
MP_Jabalpur,16,43
MP_Khandwa,1,81
MP_Khandwa,2,198
MP_Khandwa,3,150
MP_Khandwa,4,317
MP_Khandwa,5,463
MP_Khandwa,6,481
MP_Khandwa,7,179
MP_Khandwa,8,260
MP_Khandwa,9,168
MP_Khandwa,10,53
MP_Khandwa,11,105
MP_Khandwa,12,744
MP_Khandwa,13,742
MP_Khandwa,14,99
MP_Khandwa,15,0
MP_Khandwa,16,0
MP_Khargone,1,97
MP_Khargone,2,123
MP_Khargone,3,189
MP_Khargone,4,624
MP_Khargone,5,1408
MP_Khargone,6,1207
MP_Khargone,7,409
MP_Khargone,8,584
MP_Khargone,9,653
MP_Khargone,10,167
MP_Khargone,11,203
MP_Khargone,12,1998
MP_Khargone,13,5175
MP_Khargone,14,1086
MP_Khargone,15,38
MP_Khargone,16,4
MP_Mandsaur,1,57
MP_Mandsaur,2,38
MP_Mandsaur,3,116
MP_Mandsaur,4,353
MP_Mandsaur,5,614
MP_Mandsaur,6,720
MP_Mandsaur,7,248
MP_Mandsaur,8,307
MP_Mandsaur,9,323
MP_Mandsaur,10,75
MP_Mandsaur,11,118
MP_Mandsaur,12,821
MP_Mandsaur,13,3944
MP_Mandsaur,14,888
MP_Mandsaur,15,14
MP_Mandsaur,16,1
MP_Morena,1,25
MP_Morena,2,121
MP_Morena,3,928
MP_Morena,4,796
MP_Morena,5,414
MP_Morena,6,415
MP_Morena,7,250
MP_Morena,8,197
MP_Morena,9,79
MP_Morena,10,10
MP_Morena,11,17
MP_Morena,12,353
MP_Morena,13,4044
MP_Morena,14,575
MP_Morena,15,11
MP_Morena,16,1
MP_Other Region,1,2
MP_Raisen,1,65
MP_Raisen,2,19
MP_Raisen,3,33
MP_Raisen,4,354
MP_Raisen,5,520
MP_Raisen,6,592
MP_Raisen,7,348
MP_Raisen,8,319
MP_Raisen,9,175
MP_Raisen,10,53
MP_Raisen,11,51
MP_Raisen,12,983
MP_Raisen,13,4786
MP_Raisen,14,903
MP_Raisen,15,28
MP_Raisen,16,4
MP_Ratlam,1,28
MP_Ratlam,2,59
MP_Ratlam,3,146
MP_Ratlam,4,404
MP_Ratlam,5,886
MP_Ratlam,6,717
MP_Ratlam,7,544
MP_Ratlam,8,1192
MP_Ratlam,9,614
MP_Ratlam,10,158
MP_Ratlam,11,185
MP_Ratlam,12,2418
MP_Ratlam,13,8332
MP_Ratlam,14,2116
MP_Ratlam,15,51
MP_Ratlam,16,5
MP_Sagar,1,14
MP_Sagar,2,238
MP_Sagar,3,211
MP_Sagar,4,373
MP_Sagar,5,784
MP_Sagar,6,1352
MP_Sagar,7,897
MP_Sagar,8,794
MP_Sagar,9,578
MP_Sagar,10,231
MP_Sagar,11,176
MP_Sagar,12,1637
MP_Sagar,13,7064
MP_Sagar,14,2180
MP_Sagar,15,20
MP_Sagar,16,44
MP_Shajapur,1,8
MP_Shajapur,2,38
MP_Shajapur,3,96
MP_Shajapur,4,194
MP_Shajapur,5,348
MP_Shajapur,6,388
MP_Shajapur,7,293
MP_Shajapur,8,214
MP_Shajapur,9,181
MP_Shajapur,10,38
MP_Shajapur,11,50
MP_Shajapur,12,1286
MP_Shajapur,13,2676
MP_Shajapur,14,519
MP_Shajapur,15,20
MP_Shajapur,16,0
MP_Sheopur,1,4
MP_Sheopur,2,54
MP_Sheopur,3,56
MP_Sheopur,4,217
MP_Sheopur,5,344
MP_Sheopur,6,283
MP_Sheopur,7,192
MP_Sheopur,8,177
MP_Sheopur,9,127
MP_Sheopur,10,54
MP_Sheopur,11,64
MP_Sheopur,12,204
MP_Sheopur,13,1841
MP_Sheopur,14,376
MP_Sheopur,15,5
MP_Sheopur,16,0
MP_Shivpuri,1,3
MP_Shivpuri,2,18
MP_Shivpuri,3,156
MP_Shivpuri,4,251
MP_Shivpuri,5,1241
MP_Shivpuri,6,946
MP_Shivpuri,7,325
MP_Shivpuri,8,440
MP_Shivpuri,9,231
MP_Shivpuri,10,36
MP_Shivpuri,11,27
MP_Shivpuri,12,814
MP_Shivpuri,13,6729
MP_Shivpuri,14,1162
MP_Shivpuri,15,8
MP_Shivpuri,16,6
MP_Tikamgarh,1,3
MP_Tikamgarh,2,19
MP_Tikamgarh,3,125
MP_Tikamgarh,4,199
MP_Tikamgarh,5,243
MP_Tikamgarh,6,343
MP_Tikamgarh,7,110
MP_Tikamgarh,8,145
MP_Tikamgarh,9,103
MP_Tikamgarh,10,22
MP_Tikamgarh,11,23
MP_Tikamgarh,12,735
MP_Tikamgarh,13,4450
MP_Tikamgarh,14,335
MP_Tikamgarh,15,1
MP_Tikamgarh,16,7
MP_Ujjain,1,274
MP_Ujjain,2,518
MP_Ujjain,3,117
MP_Ujjain,4,481
MP_Ujjain,5,889
MP_Ujjain,6,1012
MP_Ujjain,7,398
MP_Ujjain,8,640
MP_Ujjain,9,521
MP_Ujjain,10,147
MP_Ujjain,11,296
MP_Ujjain,12,2802
MP_Ujjain,13,8744
MP_Ujjain,14,2020
MP_Ujjain,15,34
MP_Ujjain,16,3
MP_Vidisha,1,13
MP_Vidisha,2,27
MP_Vidisha,3,65
MP_Vidisha,4,408
MP_Vidisha,5,758
MP_Vidisha,6,663
MP_Vidisha,7,431
MP_Vidisha,8,889
MP_Vidisha,9,308
MP_Vidisha,10,46
MP_Vidisha,11,94
MP_Vidisha,12,1416
MP_Vidisha,13,5977
MP_Vidisha,14,792
MP_Vidisha,15,29
MP_Vidisha,16,2
MZ_Aizawl,1,1
MZ_Aizawl,2,27
MZ_Aizawl,3,64
MZ_Aizawl,4,285
MZ_Aizawl,5,567
MZ_Aizawl,6,482
MZ_Aizawl,7,949
MZ_Aizawl,8,300
MZ_Aizawl,9,146
MZ_Aizawl,10,63
MZ_Aizawl,11,22
MZ_Aizawl,12,198
MZ_Aizawl,13,2578
MZ_Aizawl,14,4875
MZ_Aizawl,15,6597
MZ_Aizawl,16,15578
OR_Balasore,1,102
OR_Balasore,2,102
OR_Balasore,3,350
OR_Balasore,4,1130
OR_Balasore,5,3620
OR_Balasore,6,3697
OR_Balasore,7,2035
OR_Balasore,8,725
OR_Balasore,9,395
OR_Balasore,10,183
OR_Balasore,11,136
OR_Balasore,12,536
OR_Balasore,13,5182
OR_Balasore,14,11056
OR_Balasore,15,6844
OR_Balasore,16,2696
OR_Bhadrak,1,46
OR_Bhadrak,2,112
OR_Bhadrak,3,138
OR_Bhadrak,4,1004
OR_Bhadrak,5,2640
OR_Bhadrak,6,2158
OR_Bhadrak,7,921
OR_Bhadrak,8,294
OR_Bhadrak,9,131
OR_Bhadrak,10,42
OR_Bhadrak,11,29
OR_Bhadrak,12,250
OR_Bhadrak,13,3735
OR_Bhadrak,14,8403
OR_Bhadrak,15,4230
OR_Bhadrak,16,1651
OR_Cuttack,1,4
OR_Cuttack,2,319
OR_Cuttack,3,737
OR_Cuttack,4,2559
OR_Cuttack,5,9763
OR_Cuttack,6,10233
OR_Cuttack,7,3682
OR_Cuttack,8,1086
OR_Cuttack,9,503
OR_Cuttack,10,227
OR_Cuttack,11,122
OR_Cuttack,12,947
OR_Cuttack,13,15978
OR_Cuttack,14,24040
OR_Cuttack,15,11984
OR_Cuttack,16,6553
OR_Dhenkanal,1,1
OR_Dhenkanal,2,50
OR_Dhenkanal,3,53
OR_Dhenkanal,4,692
OR_Dhenkanal,5,1823
OR_Dhenkanal,6,1850
OR_Dhenkanal,7,986
OR_Dhenkanal,8,213
OR_Dhenkanal,9,37
OR_Dhenkanal,10,8
OR_Dhenkanal,11,4
OR_Dhenkanal,12,58
OR_Dhenkanal,13,2210
OR_Dhenkanal,14,8276
OR_Dhenkanal,15,2036
OR_Dhenkanal,16,988
OR_Jajpur,1,90
OR_Jajpur,2,251
OR_Jajpur,3,573
OR_Jajpur,4,917
OR_Jajpur,5,4059
OR_Jajpur,6,3923
OR_Jajpur,7,1499
OR_Jajpur,8,446
OR_Jajpur,9,347
OR_Jajpur,10,139
OR_Jajpur,11,116
OR_Jajpur,12,370
OR_Jajpur,13,6791
OR_Jajpur,14,12896
