districtid,timeid,dose1,dose2
GJ_Vadodara,2,10910802.0,0.0
GJ_Vadodara,3,44167648.0,0.0
GJ_Vadodara,4,1145735250.0,0.0
GJ_Vadodara,5,944804131.0,0.0
GJ_Vadodara,6,150601749.0,17282492.0
GJ_Vadodara,7,64300442.0,29285973.0
GJ_Vadodara,8,2391924164.0,835246523.0
GJ_Vadodara,9,1735023016.0,649904007.0
GJ_Vadodara,10,2362028553.0,632199318.0
GJ_Vadodara,11,101995647333.0,96200813.0
GJ_Vadodara,12,73713066525.0,75511144.0
GJ_Vadodara,13,51104062343.0,1009116147.0
GJ_Vadodara,14,23643039003.0,959119883.0
GJ_Vadodara,15,16870031195.0,1453325638.0
GJ_Vadodara,16,11490041931.0,63500933700.0
GJ_Vadodara,17,5593049876.0,8358028940.0
GJ_Vadodara,18,9111047064.0,13812023388.0
GJ_Vadodara,19,4100032479.0,174000084.0
GJ_Vadodara,20,21618133747.0,2083000732.0
GJ_Vadodara,21,25807122355.0,4721001408.0
GJ_Vadodara,22,46866072501.0,5847002623.0
GJ_Vadodara,23,49298053226.0,8864004501.0
GJ_Vadodara,24,72211041666.0,12205036465.0
GJ_Vadodara,25,46465058549.0,11435033267.0
GJ_Vadodara,26,5321866035043.0,5032020389.0
GJ_Vadodara,27,368760054711.0,9968035711.0
GJ_Vadodara,28,484680043439.0,12185037156.0
GJ_Vadodara,29,431840040659.0,13137042168.0
GJ_Vadodara,30,1351840075108.0,47458057802.0
GJ_Valsad,1,76.0,0.0
GJ_Valsad,2,1996.0,0.0
GJ_Valsad,3,3455.0,0.0
GJ_Valsad,4,5444.0,0.0
GJ_Valsad,5,9741.0,0.0
GJ_Valsad,6,2685.0,2370.0
GJ_Valsad,7,186.0,2352.0
GJ_Valsad,8,14227.0,4010.0
GJ_Valsad,9,10986.0,7215.0
GJ_Valsad,10,21292.0,3556.0
GJ_Valsad,11,49892.0,646.0
GJ_Valsad,12,39920.0,4992.0
GJ_Valsad,13,48203.0,6716.0
GJ_Valsad,14,24046.0,8035.0
GJ_Valsad,15,11709.0,18516.0
GJ_Valsad,16,11692.0,20057.0
GJ_Valsad,17,6410.0,17649.0
GJ_Valsad,18,6191.0,18033.0
GJ_Valsad,19,4348.0,3624.0
GJ_Valsad,20,11127.0,9020.0
GJ_Valsad,21,23381.0,4364.0
GJ_Valsad,22,41321.0,3460.0
GJ_Valsad,23,47447.0,3463.0
GJ_Valsad,24,65067.0,5424.0
GJ_Valsad,25,30913.0,15228.0
GJ_Valsad,26,20345.0,13492.0
GJ_Valsad,27,33400.0,21189.0
GJ_Valsad,28,34740.0,18139.0
GJ_Valsad,29,45029.0,19309.0
GJ_Valsad,30,137454.0,38347.0
HP_Bilaspur,1,13.0,0.0
HP_Bilaspur,2,177.0,0.0
HP_Bilaspur,3,749.0,0.0
HP_Bilaspur,4,1451.0,0.0
HP_Bilaspur,5,1447.0,0.0
HP_Bilaspur,6,923.0,493.0
HP_Bilaspur,7,319.0,407.0
HP_Bilaspur,8,1436.0,1280.0
HP_Bilaspur,9,3939.0,880.0
HP_Bilaspur,10,8362.0,1017.0
HP_Bilaspur,11,7945.0,359.0
HP_Bilaspur,12,10450.0,135.0
HP_Bilaspur,13,20826.0,704.0
HP_Bilaspur,14,20413.0,1570.0
HP_Bilaspur,15,13826.0,4256.0
HP_Bilaspur,16,13691.0,6694.0
HP_Bilaspur,17,10876.0,9598.0
HP_Bilaspur,18,7516.0,7742.0
HP_Bilaspur,19,6158.0,48.0
HP_Bilaspur,20,3936.0,47.0
HP_Bilaspur,21,2798.0,16.0
HP_Bilaspur,22,1467.0,79.0
HP_Bilaspur,23,17800.0,399.0
HP_Bilaspur,24,45742.0,1427.0
HP_Bilaspur,25,17283.0,7656.0
HP_Bilaspur,26,1952.0,16488.0
HP_Bilaspur,27,6007.0,12550.0
HP_Bilaspur,28,12618.0,6226.0
HP_Bilaspur,29,10025.0,5897.0
HP_Bilaspur,30,39850.0,14116.0
HP_Chamba,1,12.0,0.0
HP_Chamba,2,385.0,0.0
HP_Chamba,3,1373.0,0.0
HP_Chamba,4,1973.0,0.0
HP_Chamba,5,1800.0,34.0
HP_Chamba,6,1309.0,659.0
HP_Chamba,7,377.0,695.0
HP_Chamba,8,756.0,1479.0
HP_Chamba,9,1622.0,1206.0
HP_Chamba,10,7061.0,1298.0
HP_Chamba,11,7132.0,497.0
HP_Chamba,12,10123.0,172.0
HP_Chamba,13,22290.0,559.0
HP_Chamba,14,16397.0,1805.0
HP_Chamba,15,10782.0,1833.0
HP_Chamba,16,12244.0,2908.0
HP_Chamba,17,8780.0,5991.0
HP_Chamba,18,5989.0,4790.0
HP_Chamba,19,8833.0,60.0
HP_Chamba,20,8706.0,42.0
HP_Chamba,21,8044.0,76.0
HP_Chamba,22,5211.0,156.0
HP_Chamba,23,15572.0,312.0
HP_Chamba,24,35809.0,2171.0
HP_Chamba,25,17919.0,8623.0
HP_Chamba,26,1059.0,11081.0
HP_Chamba,27,5165.0,6835.0
HP_Chamba,28,10855.0,5640.0
HP_Chamba,29,10750.0,5341.0
HP_Chamba,30,66699.0,18169.0
HP_Hamirpur,1,13.0,0.0
HP_Hamirpur,2,163.0,0.0
HP_Hamirpur,3,1175.0,0.0
HP_Hamirpur,4,2097.0,0.0
HP_Hamirpur,5,1391.0,51.0
HP_Hamirpur,6,1170.0,832.0
HP_Hamirpur,7,233.0,561.0
HP_Hamirpur,8,1756.0,1716.0
HP_Hamirpur,9,3540.0,757.0
HP_Hamirpur,10,5863.0,987.0
HP_Hamirpur,11,10375.0,503.0
HP_Hamirpur,12,22724.0,476.0
HP_Hamirpur,13,30452.0,1616.0
HP_Hamirpur,14,29792.0,3614.0
HP_Hamirpur,15,19435.0,2135.0
HP_Hamirpur,16,15842.0,4112.0
HP_Hamirpur,17,8968.0,9053.0
HP_Hamirpur,18,6972.0,8051.0
HP_Hamirpur,19,5598.0,17.0
HP_Hamirpur,20,4300.0,17.0
HP_Hamirpur,21,3924.0,23.0
HP_Hamirpur,22,2363.0,71.0
HP_Hamirpur,23,12642.0,160.0
HP_Hamirpur,24,45638.0,6194.0
HP_Hamirpur,25,19377.0,17615.0
HP_Hamirpur,26,2467.0,26162.0
HP_Hamirpur,27,7773.0,22557.0
HP_Hamirpur,28,16052.0,8749.0
HP_Hamirpur,29,14138.0,7135.0
HP_Hamirpur,30,62333.0,11296.0
HP_Kangra,1,22.0,0.0
HP_Kangra,2,1078.0,0.0
HP_Kangra,3,2668.0,0.0
HP_Kangra,4,5562.0,0.0
HP_Kangra,5,3535.0,0.0
HP_Kangra,6,3627.0,2534.0
HP_Kangra,7,1175.0,1124.0
HP_Kangra,8,3428.0,5121.0
HP_Kangra,9,7558.0,2891.0
HP_Kangra,10,14771.0,2510.0
HP_Kangra,11,18135.0,1060.0
HP_Kangra,12,39193.0,1216.0
HP_Kangra,13,60810.0,3202.0
HP_Kangra,14,59935.0,6069.0
HP_Kangra,15,51874.0,10757.0
HP_Kangra,16,48916.0,15605.0
HP_Kangra,17,34861.0,20466.0
HP_Kangra,18,20578.0,13891.0
HP_Kangra,19,30048.0,63.0
HP_Kangra,20,21971.0,57.0
HP_Kangra,21,20035.0,115.0
HP_Kangra,22,15629.0,419.0
HP_Kangra,23,42681.0,1038.0
HP_Kangra,24,135556.0,6039.0
HP_Kangra,25,90017.0,26990.0
HP_Kangra,26,11348.0,44556.0
HP_Kangra,27,14697.0,38744.0
HP_Kangra,28,50808.0,30800.0
HP_Kangra,29,52830.0,30439.0
HP_Kangra,30,199084.0,66812.0
HP_Kinnaur,1,21.0,0.0
HP_Kinnaur,2,97.0,0.0
HP_Kinnaur,3,432.0,0.0
HP_Kinnaur,4,252.0,0.0
HP_Kinnaur,5,1093.0,30.0
HP_Kinnaur,6,460.0,191.0
HP_Kinnaur,7,279.0,215.0
HP_Kinnaur,8,940.0,357.0
HP_Kinnaur,9,1415.0,741.0
HP_Kinnaur,10,1798.0,569.0
HP_Kinnaur,11,886.0,156.0
HP_Kinnaur,12,3248.0,-4.0
HP_Kinnaur,13,5644.0,112.0
HP_Kinnaur,14,3807.0,468.0
HP_Kinnaur,15,1011.0,604.0
HP_Kinnaur,16,2414.0,2777.0
HP_Kinnaur,17,642.0,683.0
HP_Kinnaur,18,903.0,1788.0
HP_Kinnaur,19,1012.0,2.0
HP_Kinnaur,20,1715.0,19.0
HP_Kinnaur,21,2065.0,29.0
HP_Kinnaur,22,1583.0,16.0
HP_Kinnaur,23,4107.0,89.0
HP_Kinnaur,24,32009.0,4.0
HP_Kinnaur,25,425.0,5266.0
HP_Kinnaur,26,612.0,4093.0
HP_Kinnaur,27,1482.0,1246.0
HP_Kinnaur,28,375.0,1453.0
HP_Kinnaur,29,504.0,946.0
HP_Kinnaur,30,2834.0,1083.0
HP_Kullu,1,20.0,0.0
HP_Kullu,2,264.0,0.0
HP_Kullu,3,898.0,0.0
HP_Kullu,4,1715.0,0.0
HP_Kullu,5,2112.0,38.0
HP_Kullu,6,1130.0,562.0
HP_Kullu,7,394.0,406.0
HP_Kullu,8,1323.0,1817.0
HP_Kullu,9,1829.0,1311.0
HP_Kullu,10,5957.0,914.0
HP_Kullu,11,5896.0,493.0
HP_Kullu,12,9458.0,214.0
HP_Kullu,13,18030.0,549.0
HP_Kullu,14,21588.0,2115.0
HP_Kullu,15,11907.0,3374.0
HP_Kullu,16,12328.0,5665.0
HP_Kullu,17,7555.0,6901.0
HP_Kullu,18,4440.0,3874.0
HP_Kullu,19,6421.0,28.0
HP_Kullu,20,4964.0,12.0
HP_Kullu,21,3937.0,38.0
HP_Kullu,22,2408.0,57.0
HP_Kullu,23,13055.0,162.0
HP_Kullu,24,40780.0,1231.0
HP_Kullu,25,24222.0,6454.0
HP_Kullu,26,2428.0,16766.0
HP_Kullu,27,2182.0,8676.0
HP_Kullu,28,15236.0,8864.0
HP_Kullu,29,8715.0,4571.0
HP_Kullu,30,64466.0,12283.0
HP_Lahaul and Spiti,1,5.0,0.0
HP_Lahaul and Spiti,2,0.0,0.0
HP_Lahaul and Spiti,3,54.0,0.0
HP_Lahaul and Spiti,4,77.0,0.0
HP_Lahaul and Spiti,5,264.0,66.0
HP_Lahaul and Spiti,6,263.0,201.0
HP_Lahaul and Spiti,7,92.0,10.0
HP_Lahaul and Spiti,8,742.0,77.0
HP_Lahaul and Spiti,9,451.0,170.0
HP_Lahaul and Spiti,10,395.0,103.0
HP_Lahaul and Spiti,11,622.0,87.0
HP_Lahaul and Spiti,12,551.0,11.0
HP_Lahaul and Spiti,13,1856.0,9.0
HP_Lahaul and Spiti,14,2017.0,148.0
HP_Lahaul and Spiti,15,280.0,554.0
HP_Lahaul and Spiti,16,452.0,965.0
HP_Lahaul and Spiti,17,253.0,445.0
HP_Lahaul and Spiti,18,258.0,503.0
HP_Lahaul and Spiti,19,434.0,1.0
HP_Lahaul and Spiti,20,238.0,2.0
HP_Lahaul and Spiti,21,908.0,3.0
HP_Lahaul and Spiti,22,158.0,14.0
HP_Lahaul and Spiti,23,1737.0,17.0
HP_Lahaul and Spiti,24,7235.0,135.0
HP_Lahaul and Spiti,25,83.0,1949.0
HP_Lahaul and Spiti,26,94.0,1610.0
HP_Lahaul and Spiti,27,508.0,558.0
HP_Lahaul and Spiti,28,1324.0,346.0
HP_Lahaul and Spiti,29,882.0,155.0
HP_Lahaul and Spiti,30,4706.0,522.0
HP_Mandi,1,16.0,0.0
HP_Mandi,2,894.0,0.0
HP_Mandi,3,4003.0,0.0
HP_Mandi,4,3966.0,0.0
HP_Mandi,5,4584.0,173.0
HP_Mandi,6,1733.0,1531.0
HP_Mandi,7,681.0,2202.0
HP_Mandi,8,2773.0,4305.0
HP_Mandi,9,9405.0,3086.0
HP_Mandi,10,14574.0,2231.0
HP_Mandi,11,15751.0,791.0
HP_Mandi,12,27798.0,632.0
HP_Mandi,13,53040.0,2764.0
HP_Mandi,14,43904.0,4472.0
HP_Mandi,15,34975.0,9571.0
HP_Mandi,16,28516.0,13348.0
HP_Mandi,17,20944.0,16841.0
HP_Mandi,18,11267.0,11514.0
HP_Mandi,19,16369.0,22.0
HP_Mandi,20,10053.0,39.0
HP_Mandi,21,10034.0,78.0
HP_Mandi,22,5066.0,231.0
HP_Mandi,23,32080.0,821.0
HP_Mandi,24,81978.0,4704.0
HP_Mandi,25,55839.0,18835.0
HP_Mandi,26,5158.0,38562.0
HP_Mandi,27,9913.0,27396.0
HP_Mandi,28,37584.0,19727.0
HP_Mandi,29,29416.0,17108.0
HP_Mandi,30,115807.0,32733.0
HP_Shimla,1,53.0,0.0
HP_Shimla,2,592.0,0.0
HP_Shimla,3,2023.0,0.0
HP_Shimla,4,4193.0,0.0
HP_Shimla,5,5982.0,0.0
HP_Shimla,6,2693.0,1172.0
HP_Shimla,7,1394.0,1093.0
HP_Shimla,8,3716.0,3557.0
HP_Shimla,9,6553.0,3544.0
HP_Shimla,10,11768.0,3180.0
HP_Shimla,11,11666.0,1470.0
HP_Shimla,12,14593.0,894.0
HP_Shimla,13,39457.0,2127.0
HP_Shimla,14,36376.0,2656.0
HP_Shimla,15,26936.0,5791.0
HP_Shimla,16,30942.0,9139.0
HP_Shimla,17,16401.0,10291.0
HP_Shimla,18,9236.0,8553.0
HP_Shimla,19,13170.0,100.0
HP_Shimla,20,9261.0,49.0
HP_Shimla,21,14382.0,80.0
HP_Shimla,22,9185.0,167.0
HP_Shimla,23,25162.0,156.0
HP_Shimla,24,73788.0,3021.0
HP_Shimla,25,40688.0,17623.0
HP_Shimla,26,3501.0,31035.0
HP_Shimla,27,9427.0,25861.0
HP_Shimla,28,27416.0,18677.0
HP_Shimla,29,26345.0,14673.0
HP_Shimla,30,84825.0,24266.0
HP_Sirmaur,1,9.0,0.0
HP_Sirmaur,2,544.0,0.0
HP_Sirmaur,3,1550.0,0.0
HP_Sirmaur,4,1536.0,0.0
HP_Sirmaur,5,2099.0,0.0
HP_Sirmaur,6,1730.0,1094.0
HP_Sirmaur,7,254.0,1007.0
HP_Sirmaur,8,1384.0,1306.0
HP_Sirmaur,9,3485.0,1382.0
HP_Sirmaur,10,5164.0,1065.0
HP_Sirmaur,11,6198.0,494.0
HP_Sirmaur,12,4694.0,62.0
HP_Sirmaur,13,13223.0,1431.0
HP_Sirmaur,14,19092.0,2709.0
HP_Sirmaur,15,7692.0,2173.0
HP_Sirmaur,16,8689.0,3434.0
HP_Sirmaur,17,7106.0,4484.0
HP_Sirmaur,18,5199.0,3202.0
HP_Sirmaur,19,7223.0,26.0
HP_Sirmaur,20,8167.0,18.0
HP_Sirmaur,21,6979.0,46.0
HP_Sirmaur,22,4878.0,199.0
HP_Sirmaur,23,14183.0,9.0
HP_Sirmaur,24,38228.0,1233.0
HP_Sirmaur,25,20031.0,5201.0
HP_Sirmaur,26,3806.0,12431.0
HP_Sirmaur,27,5290.0,7141.0
HP_Sirmaur,28,20042.0,5845.0
HP_Sirmaur,29,17371.0,4777.0
HP_Sirmaur,30,91773.0,13587.0
HP_Solan,1,2.0,0.0
HP_Solan,2,303.0,0.0
HP_Solan,3,1095.0,0.0
HP_Solan,4,2365.0,0.0
HP_Solan,5,1810.0,57.0
HP_Solan,6,937.0,650.0
HP_Solan,7,552.0,427.0
HP_Solan,8,1407.0,1983.0
HP_Solan,9,2470.0,1419.0
HP_Solan,10,3648.0,936.0
HP_Solan,11,5689.0,508.0
HP_Solan,12,7859.0,554.0
HP_Solan,13,20249.0,855.0
HP_Solan,14,27838.0,1275.0
HP_Solan,15,16694.0,2665.0
HP_Solan,16,18879.0,3851.0
HP_Solan,17,12381.0,4146.0
HP_Solan,18,7991.0,4035.0
HP_Solan,19,11388.0,58.0
HP_Solan,20,13813.0,38.0
HP_Solan,21,14470.0,33.0
HP_Solan,22,12376.0,134.0
HP_Solan,23,31387.0,348.0
HP_Solan,24,54454.0,2150.0
HP_Solan,25,38142.0,8798.0
HP_Solan,26,8540.0,22679.0
HP_Solan,27,10664.0,14953.0
HP_Solan,28,21912.0,11635.0
HP_Solan,29,18312.0,7987.0
HP_Solan,30,196200.0,28663.0
HP_Una,1,16.0,0.0
HP_Una,2,697.0,0.0
HP_Una,3,1371.0,0.0
HP_Una,4,1361.0,0.0
HP_Una,5,1291.0,0.0
HP_Una,6,1851.0,1463.0
HP_Una,7,608.0,515.0
HP_Una,8,304.0,1532.0
HP_Una,9,3211.0,772.0
HP_Una,10,7359.0,1327.0
HP_Una,11,5921.0,525.0
HP_Una,12,20524.0,155.0
HP_Una,13,31000.0,728.0
HP_Una,14,25181.0,2019.0
HP_Una,15,15786.0,4555.0
HP_Una,16,14423.0,10007.0
HP_Una,17,8167.0,9633.0
HP_Una,18,4991.0,5072.0
HP_Una,19,10160.0,127.0
HP_Una,20,7770.0,41.0
HP_Una,21,5223.0,45.0
HP_Una,22,2576.0,241.0
HP_Una,23,16482.0,819.0
HP_Una,24,40144.0,3251.0
HP_Una,25,44009.0,10778.0
HP_Una,26,3973.0,24741.0
HP_Una,27,8721.0,15414.0
HP_Una,28,21657.0,9041.0
HP_Una,29,19097.0,7604.0
HP_Una,30,72944.0,16742.0
HR_Ambala,1,46.0,0.0
HR_Ambala,2,1101.0,0.0
HR_Ambala,3,3325.0,0.0
HR_Ambala,4,1155.0,0.0
HR_Ambala,5,3627.0,101.0
HR_Ambala,6,1408.0,1112.0
HR_Ambala,7,748.0,1842.0
HR_Ambala,8,2486.0,1015.0
HR_Ambala,9,11546.0,1980.0
HR_Ambala,10,33759.0,1332.0
HR_Ambala,11,30231.0,1169.0
HR_Ambala,12,43826.0,475.0
HR_Ambala,13,32888.0,1566.0
HR_Ambala,14,28828.0,17475.0
HR_Ambala,15,15662.0,18050.0
HR_Ambala,16,10255.0,7280.0
HR_Ambala,17,22953.0,12824.0
HR_Ambala,18,22884.0,16045.0
HR_Ambala,19,25419.0,5499.0
HR_Ambala,20,22674.0,3542.0
HR_Ambala,21,26577.0,2359.0
HR_Ambala,22,25483.0,4738.0
HR_Ambala,23,36101.0,10471.0
HR_Ambala,24,54125.0,20136.0
HR_Ambala,25,39562.0,25148.0
HR_Ambala,26,16296.0,16894.0
HR_Ambala,27,26477.0,17212.0
HR_Ambala,28,17613.0,12434.0
HR_Ambala,29,28641.0,18004.0
HR_Ambala,30,63165.0,38027.0
HR_Bhiwani,1,120.0,0.0
HR_Bhiwani,2,3249.0,0.0
HR_Bhiwani,3,995.0,0.0
HR_Bhiwani,4,191.0,0.0
HR_Bhiwani,5,2031.0,0.0
HR_Bhiwani,6,497.0,0.0
HR_Bhiwani,7,140.0,3348.0
HR_Bhiwani,8,795.0,191.0
HR_Bhiwani,9,2241.0,842.0
HR_Bhiwani,10,13915.0,462.0
HR_Bhiwani,11,16407.0,268.0
HR_Bhiwani,12,18381.0,-102.0
HR_Bhiwani,13,17865.0,774.0
HR_Bhiwani,14,31920.0,4228.0
HR_Bhiwani,15,10293.0,4779.0
HR_Bhiwani,16,7013.0,2700.0
HR_Bhiwani,17,12268.0,3632.0
HR_Bhiwani,18,18139.0,8017.0
HR_Bhiwani,19,16245.0,300.0
HR_Bhiwani,20,14128.0,567.0
HR_Bhiwani,21,9040.0,309.0
HR_Bhiwani,22,14408.0,422.0
HR_Bhiwani,23,17950.0,1868.0
HR_Bhiwani,24,37990.0,5757.0
HR_Bhiwani,25,23513.0,9478.0
HR_Bhiwani,26,10273.0,6237.0
HR_Bhiwani,27,22674.0,8783.0
HR_Bhiwani,28,8781.0,5637.0
HR_Bhiwani,29,29380.0,12436.0
HR_Bhiwani,30,60718.0,22121.0
HR_Charkhi Dadri,1,34.0,0.0
HR_Charkhi Dadri,2,918.0,0.0
HR_Charkhi Dadri,3,1270.0,0.0
HR_Charkhi Dadri,4,113.0,0.0
HR_Charkhi Dadri,5,247.0,0.0
HR_Charkhi Dadri,6,192.0,147.0
HR_Charkhi Dadri,7,20.0,1291.0
HR_Charkhi Dadri,8,324.0,93.0
HR_Charkhi Dadri,9,331.0,325.0
HR_Charkhi Dadri,10,8207.0,254.0
HR_Charkhi Dadri,11,8170.0,80.0
HR_Charkhi Dadri,12,12702.0,836.0
HR_Charkhi Dadri,13,10298.0,126.0
HR_Charkhi Dadri,14,19320.0,1794.0
HR_Charkhi Dadri,15,9214.0,3217.0
HR_Charkhi Dadri,16,5853.0,2964.0
HR_Charkhi Dadri,17,9084.0,2986.0
HR_Charkhi Dadri,18,9942.0,7909.0
HR_Charkhi Dadri,19,14702.0,186.0
HR_Charkhi Dadri,20,10618.0,769.0
HR_Charkhi Dadri,21,9586.0,268.0
HR_Charkhi Dadri,22,10813.0,273.0
HR_Charkhi Dadri,23,13250.0,779.0
HR_Charkhi Dadri,24,41068.0,4062.0
HR_Charkhi Dadri,25,25959.0,8019.0
HR_Charkhi Dadri,26,7203.0,5445.0
HR_Charkhi Dadri,27,19099.0,9219.0
HR_Charkhi Dadri,28,8857.0,4503.0
HR_Charkhi Dadri,29,16980.0,9892.0
HR_Charkhi Dadri,30,33460.0,22929.0
HR_Faridabad,1,97.0,0.0
HR_Faridabad,2,2786.0,0.0
HR_Faridabad,3,4532.0,0.0
HR_Faridabad,4,1585.0,0.0
HR_Faridabad,5,11131.0,263.0
HR_Faridabad,6,1578.0,1800.0
HR_Faridabad,7,998.0,3008.0
HR_Faridabad,8,6197.0,1422.0
HR_Faridabad,9,13682.0,2552.0
HR_Faridabad,10,31671.0,5008.0
HR_Faridabad,11,29154.0,1726.0
HR_Faridabad,12,42406.0,2087.0
HR_Faridabad,13,55126.0,3841.0
HR_Faridabad,14,53561.0,7998.0
HR_Faridabad,15,28923.0,11778.0
HR_Faridabad,16,14544.0,7451.0
HR_Faridabad,17,37857.0,14161.0
HR_Faridabad,18,31985.0,21479.0
HR_Faridabad,19,31372.0,5893.0
HR_Faridabad,20,45723.0,4993.0
HR_Faridabad,21,43454.0,2715.0
HR_Faridabad,22,59715.0,4950.0
HR_Faridabad,23,64185.0,6775.0
HR_Faridabad,24,85408.0,14463.0
HR_Faridabad,25,66523.0,25198.0
HR_Faridabad,26,37460.0,18702.0
HR_Faridabad,27,42570.0,32219.0
HR_Faridabad,28,36240.0,19185.0
HR_Faridabad,29,49329.0,27966.0
HR_Faridabad,30,109465.0,63710.0
HR_Fatehabad,1,73.0,0.0
HR_Fatehabad,2,1428.0,0.0
HR_Fatehabad,3,1295.0,0.0
HR_Fatehabad,4,184.0,0.0
HR_Fatehabad,5,1631.0,0.0
HR_Fatehabad,6,435.0,807.0
HR_Fatehabad,7,218.0,960.0
HR_Fatehabad,8,352.0,228.0
HR_Fatehabad,9,3623.0,752.0
HR_Fatehabad,10,11400.0,346.0
HR_Fatehabad,11,12231.0,279.0
HR_Fatehabad,12,11167.0,173.0
HR_Fatehabad,13,12315.0,417.0
HR_Fatehabad,14,15301.0,4086.0
HR_Fatehabad,15,8995.0,3637.0
HR_Fatehabad,16,7036.0,3350.0
HR_Fatehabad,17,9887.0,2702.0
HR_Fatehabad,18,11902.0,4278.0
HR_Fatehabad,19,10602.0,41.0
HR_Fatehabad,20,13258.0,222.0
HR_Fatehabad,21,10394.0,142.0
HR_Fatehabad,22,11683.0,439.0
HR_Fatehabad,23,14611.0,1692.0
HR_Fatehabad,24,28592.0,4691.0
HR_Fatehabad,25,25976.0,5664.0
HR_Fatehabad,26,12668.0,5223.0
HR_Fatehabad,27,14367.0,6060.0
HR_Fatehabad,28,7482.0,5579.0
HR_Fatehabad,29,23661.0,11748.0
HR_Fatehabad,30,43800.0,18877.0
HR_Gurugram,1,288.0,0.0
HR_Gurugram,2,8629.0,0.0
HR_Gurugram,3,10651.0,0.0
HR_Gurugram,4,3145.0,0.0
HR_Gurugram,5,9535.0,0.0
HR_Gurugram,6,5195.0,1386.0
HR_Gurugram,7,2400.0,9478.0
HR_Gurugram,8,7947.0,1651.0
HR_Gurugram,9,17475.0,6743.0
HR_Gurugram,10,28414.0,5012.0
HR_Gurugram,11,34163.0,2552.0
HR_Gurugram,12,100660.0,2057.0
HR_Gurugram,13,69600.0,7163.0
HR_Gurugram,14,65655.0,16103.0
HR_Gurugram,15,39379.0,25330.0
HR_Gurugram,16,7365.0,10183.0
HR_Gurugram,17,33461.0,27003.0
HR_Gurugram,18,49476.0,32107.0
HR_Gurugram,19,53134.0,4305.0
HR_Gurugram,20,78559.0,5325.0
HR_Gurugram,21,112169.0,6132.0
HR_Gurugram,22,121129.0,10473.0
HR_Gurugram,23,86769.0,15886.0
HR_Gurugram,24,154202.0,22165.0
HR_Gurugram,25,116996.0,47801.0
HR_Gurugram,26,50470.0,33085.0
HR_Gurugram,27,46603.0,40995.0
HR_Gurugram,28,40340.0,40407.0
HR_Gurugram,29,60493.0,44066.0
HR_Gurugram,30,130287.0,100254.0
HR_Hisar,1,36.0,0.0
HR_Hisar,2,1858.0,0.0
HR_Hisar,3,4053.0,0.0
HR_Hisar,4,501.0,0.0
HR_Hisar,5,2803.0,0.0
HR_Hisar,6,2920.0,2899.0
HR_Hisar,7,1024.0,2583.0
HR_Hisar,8,1438.0,735.0
HR_Hisar,9,1986.0,1032.0
HR_Hisar,10,22688.0,1482.0
HR_Hisar,11,12335.0,622.0
HR_Hisar,12,8856.0,257.0
HR_Hisar,13,15704.0,895.0
HR_Hisar,14,45442.0,2867.0
HR_Hisar,15,14866.0,3362.0
HR_Hisar,16,12630.0,4430.0
HR_Hisar,17,14174.0,3808.0
HR_Hisar,18,19010.0,3844.0
HR_Hisar,19,18542.0,152.0
HR_Hisar,20,14500.0,531.0
HR_Hisar,21,8204.0,807.0
HR_Hisar,22,15117.0,2398.0
HR_Hisar,23,27868.0,4490.0
HR_Hisar,24,48604.0,4471.0
HR_Hisar,25,37536.0,7974.0
HR_Hisar,26,11178.0,6901.0
HR_Hisar,27,23578.0,10871.0
HR_Hisar,28,11161.0,8000.0
HR_Hisar,29,29336.0,14851.0
HR_Hisar,30,72887.0,29993.0
HR_Jhajjar,1,5.0,0.0
HR_Jhajjar,2,676.0,0.0
HR_Jhajjar,3,1531.0,0.0
HR_Jhajjar,4,314.0,0.0
HR_Jhajjar,5,3118.0,0.0
HR_Jhajjar,6,769.0,622.0
HR_Jhajjar,7,277.0,1022.0
HR_Jhajjar,8,1062.0,299.0
HR_Jhajjar,9,2867.0,511.0
HR_Jhajjar,10,10445.0,638.0
HR_Jhajjar,11,14356.0,482.0
HR_Jhajjar,12,18583.0,774.0
HR_Jhajjar,13,22666.0,630.0
HR_Jhajjar,14,24617.0,7039.0
HR_Jhajjar,15,12114.0,5865.0
HR_Jhajjar,16,5463.0,3536.0
HR_Jhajjar,17,8901.0,5095.0
HR_Jhajjar,18,17508.0,8069.0
HR_Jhajjar,19,14036.0,1490.0
HR_Jhajjar,20,10417.0,877.0
HR_Jhajjar,21,11799.0,1291.0
HR_Jhajjar,22,15017.0,1249.0
HR_Jhajjar,23,15831.0,2306.0
HR_Jhajjar,24,39310.0,3201.0
HR_Jhajjar,25,28234.0,7812.0
HR_Jhajjar,26,7880.0,5619.0
HR_Jhajjar,27,14435.0,7920.0
HR_Jhajjar,28,11029.0,7763.0
HR_Jhajjar,29,26409.0,11509.0
HR_Jhajjar,30,50142.0,22194.0
HR_Jind,1,131.0,0.0
HR_Jind,2,1328.0,0.0
HR_Jind,3,1934.0,0.0
HR_Jind,4,122.0,0.0
HR_Jind,5,1361.0,0.0
HR_Jind,6,327.0,164.0
HR_Jind,7,168.0,1835.0
HR_Jind,8,738.0,254.0
HR_Jind,9,979.0,233.0
HR_Jind,10,6588.0,622.0
HR_Jind,11,17474.0,462.0
HR_Jind,12,18033.0,566.0
HR_Jind,13,14423.0,395.0
HR_Jind,14,24173.0,539.0
HR_Jind,15,11584.0,1080.0
HR_Jind,16,5757.0,1595.0
