districtid,timeid,dose1,dose2
AP_S.P.S. Nellore,27,61176.0,49403.0
AP_S.P.S. Nellore,28,13419.0,37921.0
AP_S.P.S. Nellore,29,97356.0,77812.0
AP_S.P.S. Nellore,30,118163.0,43354.0
AP_Srikakulam,1,165.0,0.0
AP_Srikakulam,2,3703.0,0.0
AP_Srikakulam,3,4355.0,0.0
AP_Srikakulam,4,14156.0,0.0
AP_Srikakulam,5,3603.0,713.0
AP_Srikakulam,6,6284.0,7414.0
AP_Srikakulam,7,4330.0,2380.0
AP_Srikakulam,8,8282.0,5183.0
AP_Srikakulam,9,12839.0,4627.0
AP_Srikakulam,10,21728.0,2641.0
AP_Srikakulam,11,24670.0,2067.0
AP_Srikakulam,12,39516.0,3238.0
AP_Srikakulam,13,50040.0,6822.0
AP_Srikakulam,14,44219.0,3288.0
AP_Srikakulam,15,29347.0,21652.0
AP_Srikakulam,16,38616.0,19202.0
AP_Srikakulam,17,9149.0,24813.0
AP_Srikakulam,18,2425.0,10777.0
AP_Srikakulam,19,2515.0,9004.0
AP_Srikakulam,20,117288.0,1581.0
AP_Srikakulam,21,61290.0,1293.0
AP_Srikakulam,22,47487.0,3231.0
AP_Srikakulam,23,55863.0,2318.0
AP_Srikakulam,24,134029.0,21196.0
AP_Srikakulam,25,62803.0,23839.0
AP_Srikakulam,26,11928.0,19136.0
AP_Srikakulam,27,47357.0,36410.0
AP_Srikakulam,28,14540.0,25097.0
AP_Srikakulam,29,58995.0,43982.0
AP_Srikakulam,30,97047.0,35068.0
AP_Visakhapatnam,1,527.0,0.0
AP_Visakhapatnam,2,6006.0,0.0
AP_Visakhapatnam,3,8039.0,0.0
AP_Visakhapatnam,4,7407.0,0.0
AP_Visakhapatnam,5,6649.0,240.0
AP_Visakhapatnam,6,7909.0,8113.0
AP_Visakhapatnam,7,15229.0,6592.0
AP_Visakhapatnam,8,11508.0,3280.0
AP_Visakhapatnam,9,18438.0,5457.0
AP_Visakhapatnam,10,30892.0,3734.0
AP_Visakhapatnam,11,46378.0,7258.0
AP_Visakhapatnam,12,93075.0,4740.0
AP_Visakhapatnam,13,63493.0,11033.0
AP_Visakhapatnam,14,57367.0,7651.0
AP_Visakhapatnam,15,43085.0,47116.0
AP_Visakhapatnam,16,59797.0,29471.0
AP_Visakhapatnam,17,29289.0,35098.0
AP_Visakhapatnam,18,6611.0,17744.0
AP_Visakhapatnam,19,7184.0,21754.0
AP_Visakhapatnam,20,146523.0,10452.0
AP_Visakhapatnam,21,118662.0,6747.0
AP_Visakhapatnam,22,140166.0,4895.0
AP_Visakhapatnam,23,83834.0,5130.0
AP_Visakhapatnam,24,192034.0,21423.0
AP_Visakhapatnam,25,135976.0,41206.0
AP_Visakhapatnam,26,22396.0,19144.0
AP_Visakhapatnam,27,86242.0,47130.0
AP_Visakhapatnam,28,32270.0,67771.0
AP_Visakhapatnam,29,104558.0,53137.0
AP_Visakhapatnam,30,294030.0,136843.0
AP_Vizianagaram,1,259.0,0.0
AP_Vizianagaram,2,3415.0,0.0
AP_Vizianagaram,3,2757.0,0.0
AP_Vizianagaram,4,5930.0,0.0
AP_Vizianagaram,5,2496.0,342.0
AP_Vizianagaram,6,5681.0,6132.0
AP_Vizianagaram,7,4290.0,2328.0
AP_Vizianagaram,8,5300.0,1619.0
AP_Vizianagaram,9,7420.0,2129.0
AP_Vizianagaram,10,16756.0,1670.0
AP_Vizianagaram,11,24519.0,2042.0
AP_Vizianagaram,12,30876.0,2325.0
AP_Vizianagaram,13,44161.0,6507.0
AP_Vizianagaram,14,47849.0,2791.0
AP_Vizianagaram,15,21117.0,22842.0
AP_Vizianagaram,16,31407.0,18846.0
AP_Vizianagaram,17,10382.0,23565.0
AP_Vizianagaram,18,919.0,6666.0
AP_Vizianagaram,19,1862.0,4244.0
AP_Vizianagaram,20,88118.0,3624.0
AP_Vizianagaram,21,54682.0,3133.0
AP_Vizianagaram,22,45424.0,501.0
AP_Vizianagaram,23,40962.0,575.0
AP_Vizianagaram,24,110323.0,7708.0
AP_Vizianagaram,25,59650.0,14356.0
AP_Vizianagaram,26,9420.0,4523.0
AP_Vizianagaram,27,38443.0,27804.0
AP_Vizianagaram,28,21093.0,14780.0
AP_Vizianagaram,29,35467.0,15428.0
AP_Vizianagaram,30,150108.0,23537.0
AP_West Godavari,1,207.0,0.0
AP_West Godavari,2,5329.0,0.0
AP_West Godavari,3,4225.0,0.0
AP_West Godavari,4,7166.0,0.0
AP_West Godavari,5,3233.0,104.0
AP_West Godavari,6,12704.0,5827.0
AP_West Godavari,7,11580.0,4344.0
AP_West Godavari,8,8869.0,3571.0
AP_West Godavari,9,14021.0,3356.0
AP_West Godavari,10,26653.0,5047.0
AP_West Godavari,11,35978.0,5506.0
AP_West Godavari,12,58311.0,4435.0
AP_West Godavari,13,51579.0,10806.0
AP_West Godavari,14,51194.0,9952.0
AP_West Godavari,15,25803.0,47006.0
AP_West Godavari,16,48527.0,29720.0
AP_West Godavari,17,25452.0,28287.0
AP_West Godavari,18,2163.0,26860.0
AP_West Godavari,19,2033.0,530.0
AP_West Godavari,20,134268.0,28111.0
AP_West Godavari,21,93977.0,2911.0
AP_West Godavari,22,117487.0,1003.0
AP_West Godavari,23,53604.0,389.0
AP_West Godavari,24,244099.0,6086.0
AP_West Godavari,25,104704.0,18569.0
AP_West Godavari,26,46736.0,19464.0
AP_West Godavari,27,98887.0,23525.0
AP_West Godavari,28,26124.0,18445.0
AP_West Godavari,29,114523.0,82791.0
AP_West Godavari,30,213111.0,45318.0
AP_Y.S.R. Kadapa,1,195.0,0.0
AP_Y.S.R. Kadapa,2,4040.0,0.0
AP_Y.S.R. Kadapa,3,2878.0,0.0
AP_Y.S.R. Kadapa,4,4669.0,0.0
AP_Y.S.R. Kadapa,5,3965.0,552.0
AP_Y.S.R. Kadapa,6,7616.0,6379.0
AP_Y.S.R. Kadapa,7,7687.0,2311.0
AP_Y.S.R. Kadapa,8,3599.0,1416.0
AP_Y.S.R. Kadapa,9,15717.0,1786.0
AP_Y.S.R. Kadapa,10,38263.0,2710.0
AP_Y.S.R. Kadapa,11,72296.0,5525.0
AP_Y.S.R. Kadapa,12,27116.0,2294.0
AP_Y.S.R. Kadapa,13,50555.0,6526.0
AP_Y.S.R. Kadapa,14,41166.0,6442.0
AP_Y.S.R. Kadapa,15,32423.0,36562.0
AP_Y.S.R. Kadapa,16,35731.0,32761.0
AP_Y.S.R. Kadapa,17,22875.0,42650.0
AP_Y.S.R. Kadapa,18,292.0,3000.0
AP_Y.S.R. Kadapa,19,2905.0,11757.0
AP_Y.S.R. Kadapa,20,108856.0,9551.0
AP_Y.S.R. Kadapa,21,64019.0,5699.0
AP_Y.S.R. Kadapa,22,39686.0,2280.0
AP_Y.S.R. Kadapa,23,43812.0,3407.0
AP_Y.S.R. Kadapa,24,134627.0,17974.0
AP_Y.S.R. Kadapa,25,71843.0,26127.0
AP_Y.S.R. Kadapa,26,6155.0,7326.0
AP_Y.S.R. Kadapa,27,69432.0,46091.0
AP_Y.S.R. Kadapa,28,18518.0,20066.0
AP_Y.S.R. Kadapa,29,46446.0,61147.0
AP_Y.S.R. Kadapa,30,66052.0,32941.0
AR_Anjaw,1,0.0,0.0
AR_Anjaw,2,147.0,0.0
AR_Anjaw,3,107.0,0.0
AR_Anjaw,4,21.0,0.0
AR_Anjaw,5,112.0,0.0
AR_Anjaw,6,206.0,117.0
AR_Anjaw,7,99.0,115.0
AR_Anjaw,8,56.0,18.0
AR_Anjaw,9,30.0,38.0
AR_Anjaw,10,107.0,135.0
AR_Anjaw,11,288.0,77.0
AR_Anjaw,12,273.0,50.0
AR_Anjaw,13,206.0,41.0
AR_Anjaw,14,219.0,61.0
AR_Anjaw,15,209.0,110.0
AR_Anjaw,16,473.0,147.0
AR_Anjaw,17,185.0,123.0
AR_Anjaw,18,334.0,209.0
AR_Anjaw,19,355.0,4.0
AR_Anjaw,20,85.0,7.0
AR_Anjaw,21,349.0,0.0
AR_Anjaw,22,1374.0,6.0
AR_Anjaw,23,661.0,69.0
AR_Anjaw,24,1108.0,85.0
AR_Anjaw,25,1722.0,40.0
AR_Anjaw,26,813.0,105.0
AR_Anjaw,27,417.0,122.0
AR_Anjaw,28,450.0,258.0
AR_Anjaw,29,154.0,226.0
AR_Anjaw,30,362.0,386.0
AR_Changlang,1,0.0,0.0
AR_Changlang,2,91.0,0.0
AR_Changlang,3,429.0,0.0
AR_Changlang,4,182.0,0.0
AR_Changlang,5,266.0,0.0
AR_Changlang,6,243.0,260.0
AR_Changlang,7,460.0,132.0
AR_Changlang,8,806.0,255.0
AR_Changlang,9,605.0,166.0
AR_Changlang,10,773.0,139.0
AR_Changlang,11,460.0,185.0
AR_Changlang,12,194.0,185.0
AR_Changlang,13,1340.0,427.0
AR_Changlang,14,5410.0,650.0
AR_Changlang,15,2149.0,592.0
AR_Changlang,16,3068.0,374.0
AR_Changlang,17,1419.0,632.0
AR_Changlang,18,1072.0,263.0
AR_Changlang,19,2901.0,10.0
AR_Changlang,20,1118.0,73.0
AR_Changlang,21,3764.0,157.0
AR_Changlang,22,2495.0,133.0
AR_Changlang,23,20941.0,50.0
AR_Changlang,24,2143.0,36.0
AR_Changlang,25,4404.0,459.0
AR_Changlang,26,7015.0,3600.0
AR_Changlang,27,2149.0,1744.0
AR_Changlang,28,3509.0,2514.0
AR_Changlang,29,2986.0,1532.0
AR_Changlang,30,3198.0,2338.0
AR_East Kameng,1,5.0,0.0
AR_East Kameng,2,99.0,0.0
AR_East Kameng,3,0.0,0.0
AR_East Kameng,4,106.0,0.0
AR_East Kameng,5,50.0,0.0
AR_East Kameng,6,263.0,124.0
AR_East Kameng,7,123.0,27.0
AR_East Kameng,8,190.0,69.0
AR_East Kameng,9,100.0,36.0
AR_East Kameng,10,99.0,119.0
AR_East Kameng,11,163.0,119.0
AR_East Kameng,12,187.0,74.0
AR_East Kameng,13,886.0,122.0
AR_East Kameng,14,1519.0,148.0
AR_East Kameng,15,927.0,120.0
AR_East Kameng,16,788.0,135.0
AR_East Kameng,17,577.0,467.0
AR_East Kameng,18,532.0,261.0
AR_East Kameng,19,1289.0,4.0
AR_East Kameng,20,422.0,3.0
AR_East Kameng,21,1065.0,7.0
AR_East Kameng,22,1733.0,20.0
AR_East Kameng,23,1234.0,25.0
AR_East Kameng,24,1534.0,19.0
AR_East Kameng,25,1742.0,70.0
AR_East Kameng,26,975.0,881.0
AR_East Kameng,27,2146.0,844.0
AR_East Kameng,28,536.0,697.0
AR_East Kameng,29,268.0,545.0
AR_East Kameng,30,863.0,1247.0
AR_East Siang,1,6.0,0.0
AR_East Siang,2,74.0,0.0
AR_East Siang,3,263.0,0.0
AR_East Siang,4,289.0,0.0
AR_East Siang,5,287.0,76.0
AR_East Siang,6,348.0,266.0
AR_East Siang,7,227.0,209.0
AR_East Siang,8,447.0,164.0
AR_East Siang,9,625.0,252.0
AR_East Siang,10,922.0,137.0
AR_East Siang,11,2341.0,133.0
AR_East Siang,12,1403.0,314.0
AR_East Siang,13,1973.0,471.0
AR_East Siang,14,2339.0,786.0
AR_East Siang,15,1743.0,1431.0
AR_East Siang,16,1844.0,1623.0
AR_East Siang,17,1547.0,1730.0
AR_East Siang,18,856.0,878.0
AR_East Siang,19,1461.0,2.0
AR_East Siang,20,315.0,3.0
AR_East Siang,21,1812.0,7.0
AR_East Siang,22,1743.0,7.0
AR_East Siang,23,3487.0,21.0
AR_East Siang,24,10455.0,47.0
AR_East Siang,25,5556.0,436.0
AR_East Siang,26,5375.0,1797.0
AR_East Siang,27,1670.0,1365.0
AR_East Siang,28,900.0,1430.0
AR_East Siang,29,444.0,1119.0
AR_East Siang,30,569.0,1376.0
AR_Kamle,1,0.0,0.0
AR_Kamle,2,73.0,0.0
AR_Kamle,3,73.0,0.0
AR_Kamle,4,0.0,0.0
AR_Kamle,5,22.0,0.0
AR_Kamle,6,0.0,30.0
AR_Kamle,7,52.0,86.0
AR_Kamle,8,38.0,26.0
AR_Kamle,9,1.0,0.0
AR_Kamle,10,32.0,20.0
AR_Kamle,11,49.0,43.0
AR_Kamle,12,120.0,41.0
AR_Kamle,13,228.0,3.0
AR_Kamle,14,182.0,30.0
AR_Kamle,15,160.0,42.0
AR_Kamle,16,216.0,68.0
AR_Kamle,17,366.0,114.0
AR_Kamle,18,101.0,32.0
AR_Kamle,19,471.0,1.0
AR_Kamle,20,86.0,1.0
AR_Kamle,21,16.0,0.0
AR_Kamle,22,205.0,0.0
AR_Kamle,23,195.0,0.0
AR_Kamle,24,359.0,0.0
AR_Kamle,25,774.0,7.0
AR_Kamle,26,515.0,197.0
AR_Kamle,27,671.0,123.0
AR_Kamle,28,384.0,149.0
AR_Kamle,29,238.0,144.0
AR_Kamle,30,572.0,380.0
AR_Kra Daadi,1,0.0,0.0
AR_Kra Daadi,2,73.0,0.0
AR_Kra Daadi,3,62.0,0.0
AR_Kra Daadi,4,16.0,0.0
AR_Kra Daadi,5,54.0,0.0
AR_Kra Daadi,6,128.0,132.0
AR_Kra Daadi,7,5.0,30.0
AR_Kra Daadi,8,9.0,19.0
AR_Kra Daadi,9,35.0,37.0
AR_Kra Daadi,10,8.0,56.0
AR_Kra Daadi,11,156.0,17.0
AR_Kra Daadi,12,218.0,-6.0
AR_Kra Daadi,13,113.0,4.0
AR_Kra Daadi,14,341.0,15.0
AR_Kra Daadi,15,141.0,52.0
AR_Kra Daadi,16,236.0,126.0
AR_Kra Daadi,17,158.0,203.0
AR_Kra Daadi,18,77.0,32.0
AR_Kra Daadi,19,548.0,1.0
AR_Kra Daadi,20,374.0,9.0
AR_Kra Daadi,21,201.0,1.0
AR_Kra Daadi,22,184.0,0.0
AR_Kra Daadi,23,313.0,3.0
AR_Kra Daadi,24,381.0,10.0
AR_Kra Daadi,25,915.0,27.0
AR_Kra Daadi,26,312.0,96.0
AR_Kra Daadi,27,63.0,193.0
AR_Kra Daadi,28,221.0,230.0
AR_Kra Daadi,29,467.0,154.0
AR_Kra Daadi,30,28.0,300.0
AR_Kurung Kumey,1,0.0,0.0
