Node1,Node2
JK_ramban,JK_reasi
JK_ramban,JK_udhampur
JK_reasi,JK_udhampur
JK_samba,JK_udhampur
KA_bagalkote,KA_belagavi
KA_bagalkote,KA_gadag
KA_bagalkote,KA_koppal
KA_bagalkote,KA_raichur
KA_ballari,KA_chitradurga
KA_ballari,KA_davanagere
KA_ballari,KA_gadag
KA_ballari,KA_haveri
KA_ballari,KA_koppal
KA_ballari,KA_raichur
KA_belagavi,KA_dharwad
KA_belagavi,KA_gadag
KA_belagavi,KA_uttara kannada
KA_belagavi,MH_kolhapur
KA_belagavi,MH_sangli
KA_belagavi,MH_sindhudurg
KA_bengaluru rural,KA_bengaluru urban
KA_bengaluru rural,KA_chikkaballapura
KA_bengaluru rural,KA_kolar
KA_bengaluru rural,KA_ramanagara
KA_bengaluru rural,KA_tumakuru
KA_bengaluru rural,TN_krishnagiri
KA_bengaluru urban,KA_ramanagara
KA_bengaluru urban,TN_krishnagiri
KA_bidar,KA_kalaburagi
KA_bidar,MH_latur
KA_bidar,MH_nanded
KA_bidar,MH_osmanabad
KA_bidar,TG_kamareddy
KA_bidar,TG_sangareddy
KA_chamarajanagara,KA_mandya
KA_chamarajanagara,KA_mysuru
KA_chamarajanagara,KA_ramanagara
KA_chamarajanagara,KL_wayanad
KA_chamarajanagara,TN_dharmapuri
KA_chamarajanagara,TN_erode
KA_chamarajanagara,TN_krishnagiri
KA_chamarajanagara,TN_nilgiris
KA_chamarajanagara,TN_salem
KA_chikkaballapura,KA_kolar
KA_chikkaballapura,KA_tumakuru
KA_chikkamagaluru,KA_chitradurga
KA_chikkamagaluru,KA_dakshina kannada
KA_chikkamagaluru,KA_davanagere
KA_chikkamagaluru,KA_hassan
KA_chikkamagaluru,KA_shivamogga
KA_chikkamagaluru,KA_tumakuru
KA_chikkamagaluru,KA_udupi
KA_chitradurga,KA_davanagere
KA_chitradurga,KA_tumakuru
KA_dakshina kannada,KA_hassan
KA_dakshina kannada,KA_kodagu
KA_dakshina kannada,KA_udupi
KA_dakshina kannada,KL_kasaragod
KA_davanagere,KA_haveri
KA_davanagere,KA_shivamogga
KA_dharwad,KA_gadag
KA_dharwad,KA_haveri
KA_dharwad,KA_uttara kannada
KA_gadag,KA_haveri
KA_gadag,KA_koppal
KA_hassan,KA_kodagu
KA_hassan,KA_mandya
KA_hassan,KA_mysuru
KA_hassan,KA_tumakuru
KA_haveri,KA_shivamogga
KA_haveri,KA_uttara kannada
KA_kalaburagi,KA_yadgir
KA_kalaburagi,MH_osmanabad
KA_kalaburagi,MH_solapur
KA_kalaburagi,TG_narayanpet
KA_kalaburagi,TG_sangareddy
KA_kalaburagi,TG_vikarabad
KA_kodagu,KA_mysuru
KA_kodagu,KL_kannur
KA_kodagu,KL_kasaragod
KA_kodagu,KL_wayanad
KA_kolar,TN_krishnagiri
KA_koppal,KA_raichur
KA_mandya,KA_mysuru
KA_mandya,KA_ramanagara
KA_mandya,KA_tumakuru
KA_mysuru,KL_wayanad
KA_raichur,KA_yadgir
KA_raichur,TG_jogulamba gadwal
KA_raichur,TG_narayanpet
KA_ramanagara,KA_tumakuru
KA_ramanagara,TN_krishnagiri
KA_shivamogga,KA_udupi
KA_shivamogga,KA_uttara kannada
KA_udupi,KA_uttara kannada
KA_yadgir,TG_narayanpet
KL_alappuzha,KL_ernakulam
KL_alappuzha,KL_kollam
KL_alappuzha,KL_kottayam
KL_alappuzha,KL_pathanamthitta
KL_ernakulam,KL_idukki
KL_ernakulam,KL_kottayam
KL_ernakulam,KL_thrissur
KL_ernakulam,TN_coimbatore
KL_idukki,KL_kottayam
KL_idukki,KL_pathanamthitta
KL_idukki,TN_coimbatore
KL_idukki,TN_dindigul
KL_idukki,TN_theni
KL_idukki,TN_tirunelveli
KL_idukki,TN_tiruppur
KL_idukki,TN_virudhunagar
KL_kannur,KL_kasaragod
KL_kannur,KL_kozhikode
KL_kannur,KL_wayanad
KL_kannur,PY_mahe
KL_kollam,KL_pathanamthitta
KL_kollam,KL_thiruvananthapuram
KL_kollam,TN_tirunelveli
KL_kottayam,KL_pathanamthitta
KL_kozhikode,KL_malappuram
KL_kozhikode,KL_wayanad
KL_kozhikode,PY_mahe
KL_malappuram,KL_palakkad
KL_malappuram,KL_thrissur
KL_malappuram,KL_wayanad
KL_malappuram,TN_nilgiris
KL_palakkad,KL_thrissur
KL_palakkad,TN_coimbatore
KL_palakkad,TN_nilgiris
KL_pathanamthitta,TN_tirunelveli
KL_thiruvananthapuram,TN_kanyakumari
KL_thiruvananthapuram,TN_tirunelveli
KL_thrissur,TN_coimbatore
KL_wayanad,TN_nilgiris
LA_kargil,LA_leh
MH_ahmednagar,MH_aurangabad
MH_ahmednagar,MH_beed
MH_ahmednagar,MH_nashik
MH_ahmednagar,MH_osmanabad
MH_ahmednagar,MH_pune
MH_ahmednagar,MH_solapur
MH_ahmednagar,MH_thane
MH_akola,MH_amravati
MH_akola,MH_buldhana
MH_akola,MH_washim
MH_amravati,MH_buldhana
MH_amravati,MH_nagpur
MH_amravati,MH_wardha
MH_amravati,MH_washim
MH_amravati,MH_yavatmal
MH_amravati,MP_betul
MH_amravati,MP_burhanpur
MH_amravati,MP_chhindwara
MH_amravati,MP_khandwa
MH_aurangabad,MH_beed
MH_aurangabad,MH_jalgaon
MH_aurangabad,MH_jalna
MH_aurangabad,MH_nashik
MH_beed,MH_jalna
MH_beed,MH_latur
MH_beed,MH_osmanabad
MH_beed,MH_parbhani
MH_bhandara,MH_chandrapur
MH_bhandara,MH_gadchiroli
MH_bhandara,MH_gondia
MH_bhandara,MH_nagpur
MH_bhandara,MP_balaghat
MH_buldhana,MH_jalgaon
MH_buldhana,MH_jalna
MH_buldhana,MH_parbhani
MH_buldhana,MH_washim
MH_buldhana,MP_burhanpur
MH_chandrapur,MH_gadchiroli
MH_chandrapur,MH_nagpur
MH_chandrapur,MH_wardha
MH_chandrapur,MH_yavatmal
MH_chandrapur,TG_adilabad
MH_chandrapur,TG_komaram bheem
MH_dhule,MH_jalgaon
MH_dhule,MH_nandurbar
MH_dhule,MH_nashik
MH_dhule,MP_barwani
MH_gadchiroli,CT_bijapur
MH_gadchiroli,MH_gondia
MH_gadchiroli,TG_jayashankar bhupalapally
MH_gadchiroli,TG_komaram bheem
MH_gadchiroli,TG_mancherial
MH_gondia,MP_balaghat
MH_hingoli,MH_nanded
MH_hingoli,MH_parbhani
MH_hingoli,MH_washim
MH_hingoli,MH_yavatmal
MH_jalgaon,MH_jalna
MH_jalgaon,MH_nashik
MH_jalgaon,MP_barwani
MH_jalgaon,MP_burhanpur
MH_jalgaon,MP_khargone
MH_jalna,MH_parbhani
MH_kolhapur,MH_ratnagiri
MH_kolhapur,MH_sangli
MH_kolhapur,MH_sindhudurg
MH_latur,MH_nanded
MH_latur,MH_osmanabad
MH_latur,MH_parbhani
MH_nagpur,MH_wardha
MH_nagpur,MP_balaghat
MH_nagpur,MP_chhindwara
MH_nagpur,MP_seoni
MH_nanded,MH_parbhani
MH_nanded,MH_yavatmal
MH_nanded,TG_adilabad
MH_nanded,TG_kamareddy
MH_nanded,TG_nirmal
MH_nanded,TG_nizamabad
MH_nandurbar,MP_alirajpur
MH_nandurbar,MP_barwani
MH_nashik,MH_palghar
MH_nashik,MH_thane
MH_osmanabad,MH_solapur
MH_palghar,MH_thane
MH_parbhani,MH_washim
MH_pune,MH_raigad
MH_pune,MH_satara
MH_pune,MH_solapur
MH_pune,MH_thane
MH_raigad,MH_ratnagiri
MH_raigad,MH_satara
MH_raigad,MH_thane
MH_ratnagiri,MH_sangli
MH_ratnagiri,MH_satara
MH_ratnagiri,MH_sindhudurg
MH_sangli,MH_satara
MH_sangli,MH_solapur
MH_satara,MH_solapur
MH_wardha,MH_yavatmal
MH_washim,MH_yavatmal
MH_yavatmal,TG_adilabad
ML_east garo hills,ML_north garo hills
ML_east garo hills,ML_south garo hills
ML_east garo hills,ML_west garo hills
ML_east garo hills,ML_west khasi hills
ML_east jaintia hills,ML_west jaintia hills
ML_east khasi hills,ML_south west khasi hills
ML_east khasi hills,ML_west jaintia hills
ML_east khasi hills,ML_west khasi hills
ML_north garo hills,ML_west garo hills
ML_north garo hills,ML_west khasi hills
ML_south garo hills,ML_south west khasi hills
ML_south garo hills,ML_west garo hills
ML_south garo hills,ML_west khasi hills
ML_south west garo hills,ML_west garo hills
ML_south west khasi hills,ML_west khasi hills
MN_bishnupur,MN_churachandpur
MN_bishnupur,MN_imphal west
MN_bishnupur,MN_kakching
MN_bishnupur,MN_kangpokpi
MN_bishnupur,MN_noney
MN_chandel,MN_churachandpur
MN_chandel,MN_kakching
MN_chandel,MN_tengnoupal
MN_churachandpur,MN_kakching
MN_churachandpur,MN_noney
MN_churachandpur,MN_pherzawl
MN_imphal east,MN_imphal west
MN_imphal east,MN_kangpokpi
MN_imphal east,MN_thoubal
MN_imphal west,MN_kakching
MN_imphal west,MN_kangpokpi
MN_imphal west,MN_thoubal
MN_jiribam,MN_noney
MN_jiribam,MN_pherzawl
MN_jiribam,MN_tamenglong
MN_kakching,MN_tengnoupal
MN_kakching,MN_thoubal
MN_kamjong,MN_kangpokpi
MN_kamjong,MN_tengnoupal
MN_kamjong,MN_ukhrul
MN_kangpokpi,MN_noney
MN_kangpokpi,MN_senapati
MN_kangpokpi,MN_tamenglong
MN_kangpokpi,MN_tengnoupal
MN_kangpokpi,MN_thoubal
MN_kangpokpi,MN_ukhrul
MN_noney,MN_pherzawl
MN_noney,MN_tamenglong
MN_pherzawl,MZ_aizawl
MN_pherzawl,MZ_champhai
MN_senapati,MN_tamenglong
MN_senapati,MN_ukhrul
MN_senapati,NL_kohima
MN_senapati,NL_peren
MN_senapati,NL_phek
MN_tamenglong,NL_peren
MN_tengnoupal,MN_thoubal
MN_ukhrul,NL_phek
MP_agar malwa,MP_rajgarh
MP_agar malwa,MP_ratlam
MP_agar malwa,MP_shajapur
MP_agar malwa,MP_ujjain
MP_agar malwa,RJ_jhalawar
MP_alirajpur,MP_barwani
MP_alirajpur,MP_dhar
MP_alirajpur,MP_jhabua
MP_anuppur,MP_dindori
MP_anuppur,MP_shahdol
MP_anuppur,MP_umaria
MP_ashoknagar,MP_guna
MP_ashoknagar,MP_sagar
MP_ashoknagar,MP_shivpuri
MP_ashoknagar,MP_vidisha
MP_ashoknagar,UP_lalitpur
MP_balaghat,MP_mandla
MP_balaghat,MP_seoni
MP_barwani,MP_dhar
MP_barwani,MP_khargone
MP_betul,MP_chhindwara
MP_betul,MP_harda
MP_betul,MP_hoshangabad
MP_betul,MP_khandwa
MP_bhind,MP_datia
MP_bhind,MP_gwalior
MP_bhind,MP_morena
MP_bhind,UP_agra
MP_bhind,UP_etawah
MP_bhind,UP_jalaun
MP_bhind,UP_jhansi
MP_bhopal,MP_guna
MP_bhopal,MP_raisen
MP_bhopal,MP_rajgarh
MP_bhopal,MP_sehore
MP_bhopal,MP_vidisha
MP_burhanpur,MP_khandwa
MP_burhanpur,MP_khargone
MP_chhatarpur,MP_damoh
MP_chhatarpur,MP_panna
MP_chhatarpur,MP_sagar
MP_chhatarpur,MP_tikamgarh
MP_chhatarpur,UP_banda
MP_chhatarpur,UP_jhansi
MP_chhatarpur,UP_lalitpur
MP_chhatarpur,UP_mahoba
MP_chhindwara,MP_hoshangabad
MP_chhindwara,MP_narsinghpur
MP_chhindwara,MP_seoni
MP_damoh,MP_jabalpur
MP_damoh,MP_katni
MP_damoh,MP_narsinghpur
MP_damoh,MP_panna
MP_damoh,MP_sagar
MP_datia,MP_gwalior
MP_datia,MP_shivpuri
MP_datia,UP_jhansi
MP_datia,UP_lalitpur
MP_dewas,MP_harda
MP_dewas,MP_indore
MP_dewas,MP_khandwa
MP_dewas,MP_khargone
MP_dewas,MP_sehore
MP_dewas,MP_shajapur
MP_dewas,MP_ujjain
MP_dhar,MP_indore
MP_dhar,MP_jhabua
MP_dhar,MP_khargone
MP_dhar,MP_ratlam
MP_dhar,MP_ujjain
MP_dindori,MP_jabalpur
MP_dindori,MP_mandla
MP_dindori,MP_umaria
MP_guna,MP_rajgarh
MP_guna,MP_shivpuri
MP_guna,MP_vidisha
MP_guna,RJ_baran
MP_guna,RJ_jhalawar
MP_gwalior,MP_morena
MP_gwalior,MP_shivpuri
MP_harda,MP_hoshangabad
MP_harda,MP_khandwa
MP_harda,MP_sehore
MP_hoshangabad,MP_narsinghpur
MP_hoshangabad,MP_raisen
MP_hoshangabad,MP_sehore
MP_indore,MP_khargone
MP_indore,MP_ujjain
MP_jabalpur,MP_katni
MP_jabalpur,MP_mandla
MP_jabalpur,MP_narsinghpur
MP_jabalpur,MP_seoni
MP_jabalpur,MP_umaria
MP_jhabua,MP_ratlam
MP_jhabua,RJ_banswara
MP_katni,MP_panna
MP_katni,MP_satna
MP_katni,MP_umaria
MP_khandwa,MP_khargone
MP_mandla,MP_seoni
MP_mandsaur,MP_neemuch
MP_mandsaur,MP_ratlam
MP_mandsaur,RJ_chittorgarh
MP_mandsaur,RJ_jhalawar
MP_mandsaur,RJ_kota
MP_mandsaur,UP_pratapgarh
MP_morena,MP_sheopur
MP_morena,MP_shivpuri
MP_morena,RJ_dholpur
MP_morena,RJ_karauli
MP_morena,UP_agra
MP_narsinghpur,MP_raisen
MP_narsinghpur,MP_sagar
MP_narsinghpur,MP_seoni
MP_neemuch,RJ_bhilwara
MP_neemuch,RJ_chittorgarh
MP_neemuch,UP_pratapgarh
MP_panna,MP_satna
MP_panna,UP_banda
MP_raisen,MP_sagar
MP_raisen,MP_sehore
MP_raisen,MP_vidisha
MP_rajgarh,MP_sehore
MP_rajgarh,MP_shajapur
MP_rajgarh,RJ_jhalawar
MP_ratlam,MP_ujjain
MP_ratlam,RJ_banswara
MP_ratlam,RJ_jhalawar
MP_ratlam,UP_pratapgarh
MP_rewa,MP_satna
MP_rewa,MP_sidhi
MP_rewa,MP_singrauli
MP_rewa,UP_chitrakoot
MP_rewa,UP_mirzapur
MP_rewa,UP_prayagraj
MP_sagar,MP_vidisha
MP_sagar,UP_lalitpur
MP_satna,MP_shahdol
MP_satna,MP_sidhi
MP_satna,MP_umaria
MP_satna,UP_banda
MP_satna,UP_chitrakoot
MP_sehore,MP_shajapur
MP_shahdol,MP_sidhi
MP_shahdol,MP_umaria
MP_shajapur,MP_ujjain
MP_sheopur,MP_shivpuri
MP_sheopur,RJ_baran
MP_sheopur,RJ_karauli
MP_sheopur,RJ_kota
MP_sheopur,RJ_sawai madhopur
MP_shivpuri,RJ_baran
MP_shivpuri,UP_jhansi
MP_shivpuri,UP_lalitpur
MP_sidhi,MP_singrauli
MP_singrauli,UP_balrampur
MP_singrauli,UP_mirzapur
MP_singrauli,UP_sonbhadra
MP_tikamgarh,UP_jhansi
MP_tikamgarh,UP_lalitpur
MZ_aizawl,MZ_champhai
MZ_aizawl,MZ_kolasib
MZ_aizawl,MZ_lunglei
MZ_aizawl,MZ_mamit
MZ_aizawl,MZ_serchhip
MZ_champhai,MZ_serchhip
MZ_kolasib,MZ_mamit
MZ_lawngtlai,MZ_lunglei
MZ_lawngtlai,MZ_saiha
MZ_lunglei,MZ_mamit
MZ_lunglei,MZ_serchhip
MZ_mamit,TR_north tripura
NL_dimapur,NL_kohima
NL_dimapur,NL_peren
NL_kiphire,NL_phek
NL_kiphire,NL_tuensang
NL_kiphire,NL_zunheboto
NL_kohima,NL_peren
NL_kohima,NL_phek
NL_kohima,NL_wokha
NL_kohima,NL_zunheboto
NL_longleng,NL_mokokchung
NL_longleng,NL_mon
NL_longleng,NL_tuensang
NL_mokokchung,NL_tuensang
NL_mokokchung,NL_wokha
NL_mokokchung,NL_zunheboto
NL_mon,NL_tuensang
NL_phek,NL_zunheboto
NL_tuensang,NL_zunheboto
NL_wokha,NL_zunheboto
OR_angul,OR_boudh
OR_angul,OR_cuttack
OR_angul,OR_deogarh
OR_angul,OR_dhenkanal
OR_angul,OR_kendujhar
OR_angul,OR_nayagarh
OR_angul,OR_sambalpur
OR_angul,OR_subarnapur
OR_angul,OR_sundargarh
OR_balangir,OR_bargarh
OR_balangir,OR_boudh
OR_balangir,OR_kalahandi
OR_balangir,OR_kandhamal
OR_balangir,OR_nuapada
OR_balangir,OR_subarnapur
OR_balasore,OR_bhadrak
OR_balasore,OR_kendujhar
OR_balasore,OR_mayurbhanj
OR_balasore,WB_jhargram
OR_balasore,WB_paschim medinipur
OR_balasore,WB_purba medinipur
OR_bargarh,OR_jharsuguda
OR_bargarh,OR_nuapada
OR_bargarh,OR_sambalpur
OR_bargarh,OR_subarnapur
OR_bhadrak,OR_jajpur
OR_bhadrak,OR_kendrapara
OR_bhadrak,OR_kendujhar
OR_boudh,OR_kandhamal
OR_boudh,OR_nayagarh
OR_boudh,OR_subarnapur
OR_cuttack,OR_dhenkanal
OR_cuttack,OR_jagatsinghpur
OR_cuttack,OR_jajpur
OR_cuttack,OR_kendrapara
OR_cuttack,OR_khordha
OR_cuttack,OR_nayagarh
OR_cuttack,OR_puri
OR_deogarh,OR_sambalpur
OR_deogarh,OR_sundargarh
OR_dhenkanal,OR_jajpur
OR_dhenkanal,OR_kendujhar
OR_gajapati,OR_ganjam
OR_gajapati,OR_kandhamal
OR_gajapati,OR_rayagada
OR_ganjam,OR_kandhamal
OR_ganjam,OR_khordha
OR_ganjam,OR_nayagarh
OR_ganjam,OR_puri
OR_jagatsinghpur,OR_kendrapara
OR_jagatsinghpur,OR_puri
OR_jajpur,OR_kendrapara
OR_jajpur,OR_kendujhar
OR_jharsuguda,OR_sambalpur
OR_jharsuguda,OR_sundargarh
OR_kalahandi,OR_kandhamal
OR_kalahandi,OR_koraput
OR_kalahandi,OR_nabarangapur
OR_kalahandi,OR_nuapada
OR_kalahandi,OR_rayagada
OR_kandhamal,OR_nayagarh
OR_kandhamal,OR_rayagada
OR_kendujhar,OR_mayurbhanj
OR_kendujhar,OR_sundargarh
OR_khordha,OR_nayagarh
OR_khordha,OR_puri
OR_koraput,OR_malkangiri
OR_koraput,OR_nabarangapur
OR_koraput,OR_rayagada
OR_mayurbhanj,WB_jhargram
OR_sambalpur,OR_subarnapur
OR_sambalpur,OR_sundargarh
PB_amritsar,PB_gurdaspur
PB_amritsar,PB_kapurthala
PB_amritsar,PB_tarn taran
PB_barnala,PB_bathinda
PB_barnala,PB_ludhiana
PB_barnala,PB_mansa
PB_barnala,PB_moga
PB_barnala,PB_sangrur
PB_bathinda,PB_faridkot
PB_bathinda,PB_mansa
PB_bathinda,PB_moga
PB_bathinda,PB_sri muktsar sahib
PB_faridkot,PB_ferozepur
PB_faridkot,PB_moga
PB_faridkot,PB_sri muktsar sahib
PB_fatehgarh sahib,PB_ludhiana
PB_fatehgarh sahib,PB_patiala
PB_fatehgarh sahib,PB_rupnagar
PB_fatehgarh sahib,PB_s.a.s. nagar
PB_fatehgarh sahib,PB_sangrur
PB_fazilka,PB_ferozepur
PB_fazilka,PB_sri muktsar sahib
PB_fazilka,RJ_ganganagar
PB_fazilka,RJ_hanumangarh
PB_ferozepur,PB_jalandhar
PB_ferozepur,PB_kapurthala
PB_ferozepur,PB_moga
PB_ferozepur,PB_sri muktsar sahib
PB_ferozepur,PB_tarn taran
PB_gurdaspur,PB_hoshiarpur
PB_gurdaspur,PB_kapurthala
PB_gurdaspur,PB_pathankot
PB_hoshiarpur,PB_jalandhar
PB_hoshiarpur,PB_kapurthala
PB_hoshiarpur,PB_rupnagar
PB_hoshiarpur,PB_shahid bhagat singh nagar
PB_jalandhar,PB_kapurthala
PB_jalandhar,PB_ludhiana
PB_jalandhar,PB_moga
PB_jalandhar,PB_shahid bhagat singh nagar
PB_kapurthala,PB_shahid bhagat singh nagar
PB_kapurthala,PB_tarn taran
PB_ludhiana,PB_moga
PB_ludhiana,PB_rupnagar
PB_ludhiana,PB_sangrur
PB_ludhiana,PB_shahid bhagat singh nagar
PB_mansa,PB_sangrur
PB_patiala,PB_s.a.s. nagar
PB_patiala,PB_sangrur
PB_rupnagar,HP_bilaspur
PB_rupnagar,PB_s.a.s. nagar
PB_rupnagar,PB_shahid bhagat singh nagar
PB_sri muktsar sahib,RJ_hanumangarh
PY_karaikal,TN_nagapattinam
PY_karaikal,TN_thiruvarur
PY_puducherry,TN_cuddalore
PY_puducherry,TN_viluppuram
RJ_ajmer,RJ_bhilwara
RJ_ajmer,RJ_jaipur
RJ_ajmer,RJ_nagaur
RJ_ajmer,RJ_pali
RJ_ajmer,RJ_rajsamand
RJ_ajmer,RJ_tonk
RJ_alwar,RJ_bharatpur
RJ_alwar,RJ_dausa
RJ_alwar,RJ_jaipur
RJ_banswara,RJ_dungarpur
RJ_banswara,UP_pratapgarh
RJ_baran,RJ_jhalawar
RJ_baran,RJ_kota
RJ_barmer,RJ_jaisalmer
RJ_barmer,RJ_jalore
RJ_barmer,RJ_jodhpur
RJ_barmer,RJ_pali
RJ_bharatpur,RJ_dausa
RJ_bharatpur,RJ_dholpur
RJ_bharatpur,RJ_karauli
RJ_bharatpur,UP_agra
RJ_bharatpur,UP_mathura
RJ_bhilwara,RJ_bundi
RJ_bhilwara,RJ_chittorgarh
RJ_bhilwara,RJ_rajsamand
RJ_bhilwara,RJ_tonk
RJ_bikaner,RJ_churu
RJ_bikaner,RJ_ganganagar
RJ_bikaner,RJ_hanumangarh
RJ_bikaner,RJ_jaisalmer
RJ_bikaner,RJ_jodhpur
RJ_bikaner,RJ_nagaur
RJ_bundi,RJ_chittorgarh
RJ_bundi,RJ_kota
RJ_bundi,RJ_sawai madhopur
RJ_bundi,RJ_tonk
RJ_chittorgarh,RJ_kota
RJ_chittorgarh,RJ_rajsamand
RJ_chittorgarh,RJ_udaipur
RJ_chittorgarh,UP_pratapgarh
RJ_churu,RJ_hanumangarh
RJ_churu,RJ_jhunjhunu
RJ_churu,RJ_nagaur
RJ_churu,RJ_sikar
RJ_dausa,RJ_jaipur
RJ_dausa,RJ_karauli
RJ_dausa,RJ_sawai madhopur
RJ_dausa,RJ_tonk
RJ_dholpur,RJ_karauli
RJ_dholpur,UP_agra
RJ_dungarpur,RJ_udaipur
RJ_dungarpur,UP_pratapgarh
RJ_ganganagar,RJ_hanumangarh
RJ_jaipur,RJ_nagaur
RJ_jaipur,RJ_sikar
RJ_jaipur,RJ_tonk
RJ_jaisalmer,RJ_jodhpur
RJ_jalore,RJ_pali
RJ_jalore,RJ_sirohi
RJ_jhalawar,RJ_kota
RJ_jhunjhunu,RJ_sikar
RJ_jodhpur,RJ_nagaur
RJ_jodhpur,RJ_pali
RJ_karauli,RJ_sawai madhopur
RJ_kota,RJ_sawai madhopur
RJ_nagaur,RJ_pali
RJ_nagaur,RJ_sikar
RJ_pali,RJ_rajsamand
RJ_pali,RJ_sirohi
RJ_pali,RJ_udaipur
RJ_rajsamand,RJ_udaipur
RJ_sawai madhopur,RJ_tonk
RJ_sirohi,RJ_udaipur
RJ_udaipur,UP_pratapgarh
SK_east sikkim,SK_north sikkim
SK_east sikkim,SK_south sikkim
SK_east sikkim,WB_kalimpong
SK_north sikkim,SK_south sikkim
SK_north sikkim,SK_west sikkim
SK_south sikkim,SK_west sikkim
SK_south sikkim,WB_darjeeling
SK_south sikkim,WB_kalimpong
SK_west sikkim,WB_darjeeling
TG_adilabad,TG_komaram bheem
TG_adilabad,TG_nirmal
TG_bhadradri kothagudem,CT_bijapur
TG_bhadradri kothagudem,TG_khammam
TG_bhadradri kothagudem,TG_mahabubabad
TG_bhadradri kothagudem,TG_mulugu
TG_hyderabad,TG_medchal malkajgiri
TG_hyderabad,TG_ranga reddy
TG_jagtial,TG_karimnagar
TG_jagtial,TG_mancherial
TG_jagtial,TG_nirmal
TG_jagtial,TG_nizamabad
TG_jagtial,TG_peddapalli
TG_jagtial,TG_rajanna sircilla
TG_jangaon,TG_mahabubabad
TG_jangaon,TG_siddipet
TG_jangaon,TG_suryapet
TG_jangaon,TG_warangal rural
TG_jangaon,TG_warangal urban
TG_jangaon,TG_yadadri bhuvanagiri
TG_jayashankar bhupalapally,CT_bijapur
TG_jayashankar bhupalapally,TG_karimnagar
TG_jayashankar bhupalapally,TG_mancherial
TG_jayashankar bhupalapally,TG_mulugu
TG_jayashankar bhupalapally,TG_peddapalli
TG_jayashankar bhupalapally,TG_warangal rural
TG_jayashankar bhupalapally,TG_warangal urban
TG_jogulamba gadwal,TG_narayanpet
TG_jogulamba gadwal,TG_wanaparthy
TG_kamareddy,TG_medak
TG_kamareddy,TG_nizamabad
TG_kamareddy,TG_rajanna sircilla
TG_kamareddy,TG_sangareddy
TG_kamareddy,TG_siddipet
TG_karimnagar,TG_peddapalli
TG_karimnagar,TG_rajanna sircilla
TG_karimnagar,TG_siddipet
TG_karimnagar,TG_warangal urban
TG_khammam,TG_mahabubabad
TG_khammam,TG_suryapet
TG_komaram bheem,TG_mancherial
TG_komaram bheem,TG_nirmal
TG_mahabubabad,TG_mulugu
TG_mahabubabad,TG_suryapet
TG_mahabubabad,TG_warangal rural
TG_mahabubnagar,TG_nagarkurnool
TG_mahabubnagar,TG_narayanpet
TG_mahabubnagar,TG_ranga reddy
TG_mahabubnagar,TG_vikarabad
TG_mahabubnagar,TG_wanaparthy
TG_mancherial,TG_nirmal
TG_mancherial,TG_peddapalli
TG_medak,TG_medchal malkajgiri
TG_medak,TG_sangareddy
TG_medak,TG_siddipet
TG_medchal malkajgiri,TG_ranga reddy
TG_medchal malkajgiri,TG_sangareddy
TG_medchal malkajgiri,TG_siddipet
TG_medchal malkajgiri,TG_yadadri bhuvanagiri
TG_mulugu,CT_bijapur
TG_mulugu,TG_warangal rural
TG_nagarkurnool,TG_nalgonda
TG_nagarkurnool,TG_ranga reddy
TG_nagarkurnool,TG_wanaparthy
TG_nalgonda,TG_ranga reddy
TG_nalgonda,TG_suryapet
TG_nalgonda,TG_yadadri bhuvanagiri
TG_narayanpet,TG_vikarabad
TG_narayanpet,TG_wanaparthy
TG_nirmal,TG_nizamabad
TG_nizamabad,TG_rajanna sircilla
TG_rajanna sircilla,TG_siddipet
TG_ranga reddy,TG_sangareddy
TG_ranga reddy,TG_vikarabad
TG_ranga reddy,TG_yadadri bhuvanagiri
TG_sangareddy,TG_vikarabad
TG_siddipet,TG_warangal urban
TG_siddipet,TG_yadadri bhuvanagiri
TG_suryapet,TG_yadadri bhuvanagiri
TG_warangal rural,TG_warangal urban
TN_ariyalur,TN_cuddalore
TN_ariyalur,TN_perambalur
TN_ariyalur,TN_thanjavur
TN_ariyalur,TN_tiruchirappalli
TN_chennai,TN_kancheepuram
TN_chennai,TN_thiruvallur
TN_coimbatore,TN_erode
TN_coimbatore,TN_nilgiris
TN_coimbatore,TN_tiruppur
TN_cuddalore,TN_kallakurichi
TN_cuddalore,TN_nagapattinam
TN_cuddalore,TN_perambalur
TN_cuddalore,TN_thanjavur
TN_cuddalore,TN_viluppuram
TN_dharmapuri,TN_erode
TN_dharmapuri,TN_kallakurichi
TN_dharmapuri,TN_krishnagiri
TN_dharmapuri,TN_salem
TN_dharmapuri,TN_tiruvannamalai
TN_dindigul,TN_karur
TN_dindigul,TN_madurai
TN_dindigul,TN_theni
TN_dindigul,TN_tiruchirappalli
TN_dindigul,TN_tiruppur
TN_erode,TN_karur
TN_erode,TN_namakkal
TN_erode,TN_nilgiris
TN_erode,TN_salem
TN_erode,TN_tiruppur
TN_kallakurichi,TN_perambalur
TN_kallakurichi,TN_salem
TN_kallakurichi,TN_tiruvannamalai
TN_kallakurichi,TN_viluppuram
TN_kancheepuram,TN_thiruvallur
TN_kancheepuram,TN_tiruvannamalai
TN_kancheepuram,TN_vellore
TN_kancheepuram,TN_viluppuram
TN_kanyakumari,TN_tirunelveli
TN_karur,TN_namakkal
TN_karur,TN_tiruchirappalli
TN_karur,TN_tiruppur
