districtid,timeid,dose1,dose2
GJ_Sabarkantha,6,137370.0,28399.0
GJ_Sabarkantha,7,202155.0,65534.0
GJ_Surat,1,1742547055.0,0.0
GJ_Surat,2,38501562159.0,1162831708.0
GJ_Surat,3,137744551178.0,1638428711.0
GJ_Surat,4,37955197899.0,90901006943.0
GJ_Surat,5,2830057493218.0,7248046886.0
GJ_Surat,6,2165400476294.0,36245221170.0
GJ_Surat,7,2427350666338.0,52979247130.0
GJ_Surendranagar,1,14874.0,0.0
GJ_Surendranagar,2,28888.0,9868.0
GJ_Surendranagar,3,89867.0,8586.0
GJ_Surendranagar,4,25218.0,37066.0
GJ_Surendranagar,5,110370.0,17523.0
GJ_Surendranagar,6,206920.0,33592.0
GJ_Surendranagar,7,277488.0,27936.0
GJ_Tapi,1,10780.0,0.0
GJ_Tapi,2,12949.0,7665.0
GJ_Tapi,3,81592.0,2559.0
GJ_Tapi,4,27391.0,23267.0
GJ_Tapi,5,61520.0,6484.0
GJ_Tapi,6,85504.0,30898.0
GJ_Tapi,7,80821.0,37126.0
GJ_Vadodara,1,2150319301.0,0.0
GJ_Vadodara,2,4337149384.0,1531819099.0
GJ_Vadodara,3,243815827530.0,2250436798.0
GJ_Vadodara,4,51618181419.0,87456922068.0
GJ_Vadodara,5,111605384518.0,14897005798.0
GJ_Vadodara,6,5612884199799.0,39743110539.0
GJ_Vadodara,7,2501310184025.0,78658155970.0
GJ_Valsad,1,20816.0,0.0
GJ_Valsad,2,27997.0,16083.0
GJ_Valsad,3,176697.0,19935.0
GJ_Valsad,4,42804.0,78123.0
GJ_Valsad,5,92617.0,20992.0
GJ_Valsad,6,168629.0,48857.0
GJ_Valsad,7,233163.0,85216.0
HP_Bilaspur,1,3837.0,0.0
HP_Bilaspur,2,6984.0,3084.0
HP_Bilaspur,3,60118.0,2831.0
HP_Bilaspur,4,53166.0,29116.0
HP_Bilaspur,5,15845.0,294.0
HP_Bilaspur,6,87142.0,33400.0
HP_Bilaspur,7,62903.0,31359.0
HP_Chamba,1,5543.0,34.0
HP_Chamba,2,4287.0,4046.0
HP_Chamba,3,57133.0,3199.0
HP_Chamba,4,42286.0,15796.0
HP_Chamba,5,33726.0,1185.0
HP_Chamba,6,73334.0,25611.0
HP_Chamba,7,88718.0,32561.0
HP_Hamirpur,1,4839.0,51.0
HP_Hamirpur,2,6702.0,3866.0
HP_Hamirpur,3,88709.0,5282.0
HP_Hamirpur,4,61011.0,25247.0
HP_Hamirpur,5,18411.0,146.0
HP_Hamirpur,6,85536.0,61754.0
HP_Hamirpur,7,93358.0,38114.0
HP_Kangra,1,12865.0,0.0
HP_Kangra,2,15788.0,11674.0
HP_Kangra,3,168645.0,10373.0
HP_Kangra,4,174228.0,61875.0
HP_Kangra,5,99722.0,3187.0
HP_Kangra,6,285328.0,98242.0
HP_Kangra,7,305854.0,147167.0
HP_Kinnaur,1,1895.0,30.0
HP_Kinnaur,2,3094.0,1504.0
HP_Kinnaur,3,14850.0,874.0
HP_Kinnaur,4,5507.0,6279.0
HP_Kinnaur,5,6876.0,66.0
HP_Kinnaur,6,38036.0,10433.0
HP_Kinnaur,7,3807.0,3747.0
HP_Kullu,1,5009.0,38.0
HP_Kullu,2,4862.0,4122.0
HP_Kullu,3,52567.0,2947.0
HP_Kullu,4,43308.0,20850.0
HP_Kullu,5,20362.0,411.0
HP_Kullu,6,80625.0,28542.0
HP_Kullu,7,88925.0,30465.0
HP_Lahaul and Spiti,1,400.0,66.0
HP_Lahaul and Spiti,2,1548.0,458.0
HP_Lahaul and Spiti,3,4823.0,226.0
HP_Lahaul and Spiti,4,1817.0,2599.0
HP_Lahaul and Spiti,5,1870.0,20.0
HP_Lahaul and Spiti,6,9349.0,4188.0
HP_Lahaul and Spiti,7,7132.0,1104.0
HP_Mandi,1,13463.0,173.0
HP_Mandi,2,14937.0,11193.0
HP_Mandi,3,140508.0,8447.0
HP_Mandi,4,108260.0,52297.0
HP_Mandi,5,46530.0,1721.0
HP_Mandi,6,180402.0,77230.0
HP_Mandi,7,184021.0,82656.0
HP_Shimla,1,12843.0,0.0
HP_Shimla,2,14356.0,9366.0
HP_Shimla,3,100252.0,8792.0
HP_Shimla,4,95451.0,33926.0
HP_Shimla,5,50920.0,1781.0
HP_Shimla,6,148133.0,66447.0
HP_Shimla,7,139769.0,68863.0
HP_Sirmaur,1,5738.0,0.0
HP_Sirmaur,2,6901.0,4789.0
HP_Sirmaur,3,44894.0,4967.0
HP_Sirmaur,4,31146.0,13642.0
HP_Sirmaur,5,30260.0,734.0
HP_Sirmaur,6,78246.0,22736.0
HP_Sirmaur,7,130434.0,27488.0
HP_Solan,1,5575.0,57.0
HP_Solan,2,5366.0,4479.0
HP_Solan,3,57837.0,3537.0
HP_Solan,4,60791.0,14354.0
HP_Solan,5,58550.0,1197.0
HP_Solan,6,136432.0,42667.0
HP_Solan,7,239276.0,54546.0
HP_Una,1,4736.0,0.0
HP_Una,2,5986.0,4290.0
HP_Una,3,81787.0,3406.0
HP_Una,4,50607.0,29964.0
HP_Una,5,28474.0,1098.0
HP_Una,6,110589.0,48086.0
HP_Una,7,114639.0,40303.0
HR_Ambala,1,9254.0,101.0
HR_Ambala,2,17151.0,5954.0
HR_Ambala,3,158176.0,12666.0
HR_Ambala,4,80585.0,62945.0
HR_Ambala,5,111036.0,18481.0
HR_Ambala,6,152630.0,78879.0
HR_Ambala,7,120029.0,77704.0
HR_Bhiwani,1,6586.0,0.0
HR_Bhiwani,2,3683.0,4381.0
HR_Bhiwani,3,92149.0,4020.0
HR_Bhiwani,4,51899.0,19404.0
HR_Bhiwani,5,60988.0,3161.0
HR_Bhiwani,6,97631.0,27606.0
HR_Bhiwani,7,108624.0,44482.0
HR_Charkhi Dadri,1,2582.0,0.0
HR_Charkhi Dadri,2,867.0,1856.0
HR_Charkhi Dadri,3,54518.0,2152.0
HR_Charkhi Dadri,4,37530.0,16979.0
HR_Charkhi Dadri,5,49852.0,2534.0
HR_Charkhi Dadri,6,95818.0,23719.0
HR_Charkhi Dadri,7,66667.0,41126.0
HR_Faridabad,1,20136.0,263.0
HR_Faridabad,2,23362.0,8943.0
HR_Faridabad,3,194304.0,16326.0
HR_Faridabad,4,125778.0,56947.0
HR_Faridabad,5,193790.0,21506.0
HR_Faridabad,6,267533.0,80319.0
HR_Faridabad,7,214354.0,127039.0
HR_Fatehabad,1,4611.0,0.0
HR_Fatehabad,2,4663.0,2747.0
HR_Fatehabad,3,59817.0,3915.0
HR_Fatehabad,4,39637.0,14970.0
HR_Fatehabad,5,49413.0,1401.0
HR_Fatehabad,6,86344.0,19887.0
HR_Fatehabad,7,82082.0,39473.0
HR_Gurugram,1,32248.0,0.0
HR_Gurugram,2,33095.0,19279.0
HR_Gurugram,3,279575.0,25149.0
HR_Gurugram,4,140343.0,101194.0
HR_Gurugram,5,391855.0,30098.0
HR_Gurugram,6,412102.0,134948.0
HR_Gurugram,7,255371.0,206994.0
HR_Hisar,1,9252.0,0.0
HR_Hisar,2,7422.0,7253.0
HR_Hisar,3,92395.0,4582.0
HR_Hisar,4,70824.0,16136.0
HR_Hisar,5,67909.0,6390.0
HR_Hisar,6,128508.0,27473.0
HR_Hisar,7,124525.0,58421.0
HR_Jhajjar,1,5644.0,0.0
HR_Jhajjar,2,4975.0,2506.0
HR_Jhajjar,3,85051.0,7389.0
HR_Jhajjar,4,47928.0,24334.0
HR_Jhajjar,5,56900.0,5666.0
HR_Jhajjar,6,95529.0,22785.0
HR_Jhajjar,7,93784.0,45133.0
HR_Jind,1,4876.0,0.0
HR_Jind,2,2212.0,2486.0
HR_Jind,3,74877.0,2334.0
HR_Jind,4,50050.0,13267.0
HR_Jind,5,49375.0,2723.0
HR_Jind,6,76170.0,20295.0
HR_Jind,7,80833.0,40177.0
HR_Kaithal,1,5343.0,104.0
HR_Kaithal,2,3268.0,2628.0
HR_Kaithal,3,61069.0,3609.0
HR_Kaithal,4,48156.0,17396.0
HR_Kaithal,5,54838.0,4309.0
HR_Kaithal,6,82226.0,17454.0
HR_Kaithal,7,79828.0,36423.0
HR_Karnal,1,10098.0,85.0
HR_Karnal,2,12692.0,5970.0
HR_Karnal,3,119606.0,10629.0
HR_Karnal,4,94732.0,35437.0
HR_Karnal,5,78920.0,14643.0
HR_Karnal,6,123316.0,43657.0
HR_Karnal,7,108996.0,81884.0
HR_Kurukshetra,1,4875.0,19.0
HR_Kurukshetra,2,5664.0,2731.0
HR_Kurukshetra,3,83063.0,3824.0
HR_Kurukshetra,4,46294.0,20014.0
HR_Kurukshetra,5,60001.0,3940.0
HR_Kurukshetra,6,72130.0,26286.0
HR_Kurukshetra,7,75851.0,50066.0
HR_Mahendragarh,1,3888.0,0.0
HR_Mahendragarh,2,4370.0,2830.0
HR_Mahendragarh,3,84191.0,3478.0
HR_Mahendragarh,4,54575.0,21525.0
HR_Mahendragarh,5,61724.0,3837.0
HR_Mahendragarh,6,86202.0,26557.0
HR_Mahendragarh,7,65344.0,48271.0
HR_Nuh,1,3896.0,0.0
HR_Nuh,2,1393.0,1829.0
HR_Nuh,3,19530.0,1072.0
HR_Nuh,4,21563.0,3774.0
HR_Nuh,5,31286.0,859.0
HR_Nuh,6,37397.0,5561.0
HR_Nuh,7,40251.0,11653.0
HR_Palwal,1,4713.0,0.0
HR_Palwal,2,2887.0,2139.0
HR_Palwal,3,61237.0,1814.0
HR_Palwal,4,59631.0,14713.0
HR_Palwal,5,89891.0,5900.0
HR_Palwal,6,66223.0,23505.0
HR_Palwal,7,64773.0,25925.0
HR_Panchkula,1,7506.0,0.0
HR_Panchkula,2,13749.0,4648.0
HR_Panchkula,3,72502.0,9256.0
HR_Panchkula,4,40140.0,32815.0
HR_Panchkula,5,60110.0,4574.0
HR_Panchkula,6,70312.0,28746.0
HR_Panchkula,7,75179.0,46292.0
HR_Panipat,1,5830.0,6.0
HR_Panipat,2,5116.0,2749.0
HR_Panipat,3,75516.0,4965.0
HR_Panipat,4,60803.0,20672.0
HR_Panipat,5,60053.0,6402.0
HR_Panipat,6,80288.0,24765.0
HR_Panipat,7,72217.0,52344.0
HR_Rewari,1,5409.0,0.0
HR_Rewari,2,5880.0,3737.0
HR_Rewari,3,91769.0,5737.0
HR_Rewari,4,47212.0,27419.0
HR_Rewari,5,68653.0,2351.0
HR_Rewari,6,80992.0,31016.0
HR_Rewari,7,56300.0,56331.0
HR_Rohtak,1,8549.0,0.0
HR_Rohtak,2,5398.0,3852.0
HR_Rohtak,3,77045.0,7902.0
HR_Rohtak,4,55467.0,20188.0
HR_Rohtak,5,60561.0,8495.0
HR_Rohtak,6,92318.0,26495.0
HR_Rohtak,7,86053.0,49983.0
HR_Sirsa,1,5578.0,0.0
HR_Sirsa,2,17192.0,3506.0
HR_Sirsa,3,108445.0,13802.0
HR_Sirsa,4,57170.0,34034.0
HR_Sirsa,5,54973.0,3399.0
HR_Sirsa,6,95955.0,21701.0
HR_Sirsa,7,97768.0,46236.0
HR_Sonipat,1,9385.0,12.0
HR_Sonipat,2,10943.0,5297.0
HR_Sonipat,3,122945.0,6461.0
HR_Sonipat,4,90121.0,38947.0
HR_Sonipat,5,100688.0,17856.0
HR_Sonipat,6,122018.0,47692.0
HR_Sonipat,7,119667.0,75057.0
HR_Yamunanagar,1,7430.0,0.0
HR_Yamunanagar,2,8051.0,4954.0
HR_Yamunanagar,3,104738.0,6797.0
HR_Yamunanagar,4,66790.0,28375.0
HR_Yamunanagar,5,53105.0,6720.0
HR_Yamunanagar,6,104904.0,26469.0
HR_Yamunanagar,7,79675.0,67202.0
JH_Bokaro,1,14246.0,60.0
JH_Bokaro,2,17850.0,9880.0
JH_Bokaro,3,91447.0,11410.0
JH_Bokaro,4,44536.0,22913.0
JH_Bokaro,5,72372.0,13826.0
JH_Bokaro,6,112030.0,41766.0
JH_Bokaro,7,115666.0,44468.0
JH_Chatra,1,6152.0,116.0
JH_Chatra,2,5004.0,4074.0
JH_Chatra,3,60178.0,3358.0
JH_Chatra,4,12596.0,6060.0
JH_Chatra,5,31113.0,1586.0
JH_Chatra,6,42013.0,10901.0
JH_Chatra,7,108116.0,18694.0
JH_Deoghar,1,7728.0,78.0
JH_Deoghar,2,7621.0,4607.0
JH_Deoghar,3,54515.0,7595.0
JH_Deoghar,4,18985.0,12797.0
JH_Deoghar,5,99440.0,11851.0
JH_Deoghar,6,98983.0,17295.0
JH_Deoghar,7,96457.0,24044.0
JH_Dhanbad,1,20307.0,115.0
JH_Dhanbad,2,13373.0,14252.0
JH_Dhanbad,3,154490.0,9623.0
JH_Dhanbad,4,60125.0,35139.0
JH_Dhanbad,5,88020.0,10087.0
JH_Dhanbad,6,126196.0,57985.0
JH_Dhanbad,7,141998.0,75292.0
JH_Dumka,1,7048.0,90.0
JH_Dumka,2,16067.0,4248.0
JH_Dumka,3,82924.0,8095.0
JH_Dumka,4,10974.0,13095.0
JH_Dumka,5,60735.0,3658.0
JH_Dumka,6,71960.0,14892.0
JH_Dumka,7,110544.0,27967.0
JH_East Singhbhum,1,11498.0,128.0
JH_East Singhbhum,2,22551.0,8722.0
JH_East Singhbhum,3,156962.0,18559.0
JH_East Singhbhum,4,78585.0,38762.0
JH_East Singhbhum,5,152343.0,22353.0
JH_East Singhbhum,6,196608.0,81132.0
JH_East Singhbhum,7,152337.0,101880.0
JH_Garhwa,1,9862.0,107.0
JH_Garhwa,2,9883.0,5861.0
JH_Garhwa,3,57510.0,6738.0
JH_Garhwa,4,17441.0,9501.0
JH_Garhwa,5,60626.0,5003.0
JH_Garhwa,6,70142.0,17846.0
JH_Garhwa,7,68629.0,14777.0
JH_Giridih,1,12052.0,131.0
JH_Giridih,2,16415.0,8613.0
JH_Giridih,3,118474.0,8314.0
JH_Giridih,4,22062.0,18264.0
JH_Giridih,5,74134.0,3225.0
JH_Giridih,6,161164.0,24663.0
JH_Giridih,7,172140.0,34826.0
JH_Godda,1,6618.0,115.0
JH_Godda,2,8056.0,3797.0
JH_Godda,3,59074.0,6378.0
JH_Godda,4,8917.0,9033.0
JH_Godda,5,72712.0,3398.0
JH_Godda,6,123780.0,18831.0
JH_Godda,7,102103.0,23565.0
JH_Gumla,1,6734.0,100.0
JH_Gumla,2,5611.0,4411.0
JH_Gumla,3,71302.0,3778.0
JH_Gumla,4,10877.0,5926.0
JH_Gumla,5,53500.0,5975.0
JH_Gumla,6,67931.0,14691.0
JH_Gumla,7,62410.0,27112.0
JH_Hazaribagh,1,10119.0,100.0
JH_Hazaribagh,2,14263.0,6372.0
JH_Hazaribagh,3,106076.0,9910.0
JH_Hazaribagh,4,23823.0,16359.0
JH_Hazaribagh,5,90463.0,10205.0
JH_Hazaribagh,6,125351.0,32696.0
JH_Hazaribagh,7,126909.0,37507.0
JH_Jamtara,1,3581.0,57.0
JH_Jamtara,2,4898.0,3097.0
JH_Jamtara,3,50189.0,3927.0
JH_Jamtara,4,11269.0,9493.0
JH_Jamtara,5,39610.0,2170.0
JH_Jamtara,6,55342.0,11316.0
JH_Jamtara,7,74045.0,21911.0
JH_Khunti,1,5378.0,58.0
JH_Khunti,2,7832.0,2932.0
JH_Khunti,3,41720.0,5689.0
JH_Khunti,4,5164.0,4064.0
JH_Khunti,5,29989.0,3171.0
JH_Khunti,6,40653.0,10280.0
JH_Khunti,7,22448.0,18800.0
JH_Koderma,1,3781.0,100.0
JH_Koderma,2,3026.0,3046.0
JH_Koderma,3,48613.0,2076.0
JH_Koderma,4,10207.0,6271.0
JH_Koderma,5,49982.0,1902.0
JH_Koderma,6,84666.0,12251.0
JH_Koderma,7,63712.0,23992.0
JH_Latehar,1,5945.0,139.0
JH_Latehar,2,5485.0,4445.0
JH_Latehar,3,38714.0,3887.0
JH_Latehar,4,9369.0,5075.0
JH_Latehar,5,29661.0,1019.0
JH_Latehar,6,49024.0,8478.0
JH_Latehar,7,32019.0,11311.0
JH_Lohardaga,1,3109.0,78.0
JH_Lohardaga,2,4418.0,2152.0
JH_Lohardaga,3,37281.0,2693.0
JH_Lohardaga,4,4633.0,4584.0
JH_Lohardaga,5,27238.0,1269.0
JH_Lohardaga,6,40330.0,8224.0
JH_Lohardaga,7,19815.0,8977.0
JH_Pakur,1,4281.0,60.0
JH_Pakur,2,14289.0,3113.0
JH_Pakur,3,34230.0,3450.0
JH_Pakur,4,11177.0,8611.0
JH_Pakur,5,47282.0,5526.0
JH_Pakur,6,66827.0,8063.0
JH_Pakur,7,57356.0,10854.0
JH_Palamu,1,10093.0,131.0
JH_Palamu,2,11985.0,8443.0
JH_Palamu,3,131992.0,8078.0
JH_Palamu,4,25477.0,17445.0
JH_Palamu,5,81083.0,9915.0
JH_Palamu,6,124942.0,32400.0
JH_Palamu,7,124457.0,34308.0
JH_Ramgarh,1,6069.0,108.0
JH_Ramgarh,2,5286.0,4091.0
JH_Ramgarh,3,50603.0,4295.0
JH_Ramgarh,4,26742.0,11614.0
JH_Ramgarh,5,49317.0,6291.0
JH_Ramgarh,6,59027.0,19052.0
JH_Ramgarh,7,75552.0,26126.0
JH_Ranchi,1,22108.0,37.0
JH_Ranchi,2,37979.0,14321.0
JH_Ranchi,3,159334.0,24775.0
JH_Ranchi,4,66081.0,46711.0
JH_Ranchi,5,158670.0,22971.0
JH_Ranchi,6,173378.0,69915.0
JH_Ranchi,7,207893.0,84595.0
JH_Sahibganj,1,5934.0,83.0
JH_Sahibganj,2,7221.0,3240.0
JH_Sahibganj,3,31700.0,3283.0
JH_Sahibganj,4,10585.0,6819.0
JH_Sahibganj,5,53590.0,2478.0
JH_Sahibganj,6,75663.0,11801.0
JH_Sahibganj,7,79220.0,15840.0
JH_Saraikela-Kharsawan,1,6342.0,75.0
JH_Saraikela-Kharsawan,2,5545.0,4682.0
JH_Saraikela-Kharsawan,3,60451.0,4979.0
JH_Saraikela-Kharsawan,4,23462.0,11526.0
JH_Saraikela-Kharsawan,5,48309.0,5567.0
JH_Saraikela-Kharsawan,6,59384.0,14663.0
JH_Saraikela-Kharsawan,7,73330.0,26182.0
JH_Simdega,1,4396.0,72.0
JH_Simdega,2,5019.0,3082.0
JH_Simdega,3,36838.0,3472.0
JH_Simdega,4,7540.0,2926.0
JH_Simdega,5,37856.0,1770.0
JH_Simdega,6,64650.0,9613.0
JH_Simdega,7,40860.0,13177.0
JH_West Singhbhum,1,9846.0,59.0
JH_West Singhbhum,2,12025.0,12040.0
JH_West Singhbhum,3,80297.0,5795.0
JH_West Singhbhum,4,24845.0,15876.0
JH_West Singhbhum,5,50338.0,5193.0
JH_West Singhbhum,6,110887.0,20540.0
JH_West Singhbhum,7,85276.0,24284.0
JK_Anantnag,1,6621.0,20.0
JK_Anantnag,2,13452.0,3682.0
JK_Anantnag,3,55692.0,6185.0
JK_Anantnag,4,69356.0,12926.0
JK_Anantnag,5,77445.0,987.0
JK_Anantnag,6,87902.0,23631.0
JK_Anantnag,7,63055.0,49438.0
JK_Bandipora,1,3254.0,17.0
JK_Bandipora,2,2824.0,1087.0
JK_Bandipora,3,22121.0,3603.0
JK_Bandipora,4,45118.0,5855.0
JK_Bandipora,5,18048.0,1676.0
JK_Bandipora,6,35847.0,10334.0
JK_Bandipora,7,22198.0,17443.0
JK_Baramulla,1,8695.0,16.0
JK_Baramulla,2,19009.0,2691.0
JK_Baramulla,3,108973.0,13041.0
JK_Baramulla,4,62279.0,29784.0
JK_Baramulla,5,80991.0,2783.0
JK_Baramulla,6,79073.0,19010.0
JK_Baramulla,7,57950.0,51051.0
JK_Budgam,1,9141.0,16.0
JK_Budgam,2,11864.0,3995.0
JK_Budgam,3,65266.0,9272.0
JK_Budgam,4,66674.0,15638.0
JK_Budgam,5,54784.0,1882.0
JK_Budgam,6,51022.0,14782.0
JK_Budgam,7,47383.0,52218.0
JK_Doda,1,4090.0,13.0
JK_Doda,2,11256.0,1872.0
JK_Doda,3,23344.0,7182.0
JK_Doda,4,27809.0,13670.0
JK_Doda,5,27565.0,1124.0
JK_Doda,6,42971.0,5232.0
JK_Doda,7,64443.0,13930.0
JK_Ganderbal,1,3620.0,19.0
JK_Ganderbal,2,4186.0,793.0
JK_Ganderbal,3,32598.0,3021.0
JK_Ganderbal,4,35144.0,9783.0
JK_Ganderbal,5,10247.0,541.0
JK_Ganderbal,6,25118.0,9487.0
JK_Ganderbal,7,27795.0,18959.0
JK_Jammu,1,18826.0,86.0
JK_Jammu,2,52799.0,10479.0
JK_Jammu,3,187743.0,30654.0
JK_Jammu,4,172459.0,85340.0
JK_Jammu,5,90931.0,22506.0
JK_Jammu,6,79155.0,51641.0
JK_Jammu,7,104652.0,125038.0
JK_Kathua,1,5594.0,6.0
JK_Kathua,2,12160.0,3180.0
JK_Kathua,3,52619.0,4877.0
JK_Kathua,4,61467.0,22108.0
JK_Kathua,5,49674.0,925.0
JK_Kathua,6,54494.0,15547.0
JK_Kathua,7,69595.0,35571.0
JK_Kishtwar,1,1994.0,30.0
JK_Kishtwar,2,5770.0,976.0
JK_Kishtwar,3,12882.0,4422.0
JK_Kishtwar,4,22881.0,5856.0
JK_Kishtwar,5,10894.0,771.0
JK_Kishtwar,6,35767.0,5057.0
JK_Kishtwar,7,13965.0,12853.0
JK_Kulgam,1,3892.0,41.0
JK_Kulgam,2,7421.0,1586.0
JK_Kulgam,3,25622.0,5016.0
JK_Kulgam,4,48113.0,5159.0
JK_Kulgam,5,23631.0,962.0
JK_Kulgam,6,60589.0,12634.0
JK_Kulgam,7,43297.0,35392.0
JK_Kupwara,1,5770.0,4.0
JK_Kupwara,2,11005.0,2063.0
JK_Kupwara,3,22675.0,7162.0
JK_Kupwara,4,35703.0,7754.0
JK_Kupwara,5,48212.0,2119.0
JK_Kupwara,6,114887.0,10210.0
JK_Kupwara,7,121776.0,32301.0
JK_Pulwama,1,6416.0,8.0
JK_Pulwama,2,14482.0,2107.0
JK_Pulwama,3,29396.0,7414.0
JK_Pulwama,4,46461.0,11984.0
JK_Pulwama,5,41040.0,2264.0
JK_Pulwama,6,63985.0,11645.0
JK_Pulwama,7,47818.0,35216.0
JK_Punch,1,3707.0,0.0
JK_Punch,2,6936.0,2433.0
JK_Punch,3,30969.0,4178.0
JK_Punch,4,37611.0,9495.0
JK_Punch,5,33366.0,1312.0
JK_Punch,6,67068.0,6537.0
JK_Punch,7,73866.0,21060.0
JK_Rajouri,1,5327.0,97.0
JK_Rajouri,2,11555.0,2454.0
JK_Rajouri,3,34566.0,6461.0
JK_Rajouri,4,42875.0,13125.0
JK_Rajouri,5,73354.0,1042.0
JK_Rajouri,6,92280.0,11723.0
JK_Rajouri,7,51053.0,23678.0
JK_Ramban,1,2655.0,63.0
JK_Ramban,2,3093.0,1043.0
JK_Ramban,3,26352.0,3417.0
JK_Ramban,4,25180.0,13612.0
JK_Ramban,5,13537.0,1069.0
JK_Ramban,6,58880.0,9490.0
JK_Ramban,7,34732.0,19776.0
JK_Reasi,1,3577.0,46.0
JK_Reasi,2,5929.0,1799.0
JK_Reasi,3,22108.0,4384.0
JK_Reasi,4,28050.0,7603.0
JK_Reasi,5,24222.0,260.0
JK_Reasi,6,55971.0,7115.0
JK_Reasi,7,42858.0,16174.0
JK_Samba,1,3916.0,46.0
JK_Samba,2,10811.0,2525.0
JK_Samba,3,33563.0,4427.0
JK_Samba,4,41846.0,13940.0
JK_Samba,5,6568.0,639.0
JK_Samba,6,38428.0,14495.0
JK_Samba,7,57291.0,28108.0
JK_Shopiyan,1,2649.0,60.0
JK_Shopiyan,2,4423.0,1155.0
JK_Shopiyan,3,23656.0,2766.0
JK_Shopiyan,4,36891.0,6149.0
JK_Shopiyan,5,1487.0,601.0
JK_Shopiyan,6,24761.0,8506.0
JK_Shopiyan,7,26415.0,23198.0
JK_Srinagar,1,13227.0,0.0
JK_Srinagar,2,24119.0,6175.0
JK_Srinagar,3,29332.0,15880.0
JK_Srinagar,4,95800.0,14064.0
JK_Srinagar,5,98551.0,13894.0
JK_Srinagar,6,134539.0,26356.0
JK_Srinagar,7,94377.0,52065.0
JK_Udhampur,1,5322.0,134.0
JK_Udhampur,2,11842.0,3733.0
JK_Udhampur,3,43134.0,6887.0
JK_Udhampur,4,53857.0,16986.0
JK_Udhampur,5,58173.0,690.0
JK_Udhampur,6,64917.0,16734.0
JK_Udhampur,7,69920.0,34120.0
KA_Bagalkote,1,7353.0,0.0
KA_Bagalkote,2,13509.0,5434.0
KA_Bagalkote,3,167920.0,5650.0
KA_Bagalkote,4,56539.0,41649.0
KA_Bagalkote,5,103361.0,39663.0
KA_Bagalkote,6,179014.0,51054.0
KA_Bagalkote,7,138555.0,42046.0
KA_Ballari,1,13565.0,3.0
KA_Ballari,2,21121.0,10312.0
KA_Ballari,3,233253.0,9986.0
KA_Ballari,4,112002.0,72257.0
KA_Ballari,5,140831.0,34105.0
KA_Ballari,6,251085.0,58590.0
KA_Ballari,7,199650.0,97561.0
KA_Belagavi,1,29092.0,0.0
KA_Belagavi,2,28561.0,24269.0
KA_Belagavi,3,310337.0,14394.0
KA_Belagavi,4,190031.0,91331.0
KA_Belagavi,5,163053.0,15000.0
KA_Belagavi,6,467715.0,98883.0
KA_Belagavi,7,418084.0,197364.0
KA_Bengaluru Rural,1,6262.0,0.0
KA_Bengaluru Rural,2,12751.0,4632.0
KA_Bengaluru Rural,3,66336.0,5912.0
KA_Bengaluru Rural,4,63383.0,31391.0
KA_Bengaluru Rural,5,90108.0,9710.0
KA_Bengaluru Rural,6,127471.0,22333.0
KA_Bengaluru Rural,7,76279.0,44368.0
KA_Bengaluru Urban,1,105815.0,0.0
KA_Bengaluru Urban,2,155828.0,70974.0
KA_Bengaluru Urban,3,914907.0,82708.0
KA_Bengaluru Urban,4,612851.0,458581.0
KA_Bengaluru Urban,5,2121520.0,130591.0
KA_Bengaluru Urban,6,2090221.0,623224.0
KA_Bengaluru Urban,7,1262201.0,690609.0
KA_Bidar,1,7278.0,0.0
KA_Bidar,2,12347.0,5277.0
KA_Bidar,3,112692.0,5123.0
KA_Bidar,4,72437.0,54732.0
KA_Bidar,5,116333.0,12774.0
KA_Bidar,6,158262.0,24660.0
KA_Bidar,7,128208.0,48721.0
KA_Chamarajanagara,1,4458.0,0.0
KA_Chamarajanagara,2,4769.0,3224.0
KA_Chamarajanagara,3,91220.0,3038.0
KA_Chamarajanagara,4,48911.0,21119.0
KA_Chamarajanagara,5,58724.0,11773.0
KA_Chamarajanagara,6,90625.0,23134.0
KA_Chamarajanagara,7,102296.0,47295.0
KA_Chikkaballapura,1,9104.0,0.0
KA_Chikkaballapura,2,6066.0,5897.0
KA_Chikkaballapura,3,115324.0,3159.0
KA_Chikkaballapura,4,95550.0,37563.0
KA_Chikkaballapura,5,57443.0,11875.0
KA_Chikkaballapura,6,142074.0,31352.0
KA_Chikkaballapura,7,87114.0,66113.0
KA_Chikkamagaluru,1,8167.0,0.0
KA_Chikkamagaluru,2,12396.0,5944.0
KA_Chikkamagaluru,3,112124.0,4736.0
KA_Chikkamagaluru,4,55859.0,38993.0
KA_Chikkamagaluru,5,75033.0,7189.0
KA_Chikkamagaluru,6,77354.0,34158.0
KA_Chikkamagaluru,7,49337.0,75384.0
KA_Chitradurga,1,8961.0,0.0
KA_Chitradurga,2,13105.0,8153.0
KA_Chitradurga,3,130510.0,6244.0
KA_Chitradurga,4,88413.0,55627.0
KA_Chitradurga,5,108636.0,18037.0
KA_Chitradurga,6,155076.0,36325.0
KA_Chitradurga,7,116945.0,87933.0
KA_Dakshina Kannada,1,28739.0,0.0
KA_Dakshina Kannada,2,20971.0,23450.0
KA_Dakshina Kannada,3,143237.0,14107.0
KA_Dakshina Kannada,4,95351.0,53997.0
KA_Dakshina Kannada,5,171408.0,35486.0
KA_Dakshina Kannada,6,326257.0,84284.0
KA_Dakshina Kannada,7,207416.0,100715.0
